room_id,day,shift,global_shift,total_room_workload,max_skill_required
r0,0,early,0,3,1
r0,0,late,1,1,0
r0,0,night,2,1,1
r0,1,early,3,7,1
r0,1,late,4,8,1
r0,1,night,5,4,1
r0,2,early,6,6,0
r0,2,late,7,5,1
r0,2,night,8,6,0
r0,3,early,9,6,1
r0,3,late,10,6,2
r0,3,night,11,3,0
r0,4,early,12,7,2
r0,4,late,13,7,2
r0,4,night,14,3,0
r0,5,early,15,6,1
r0,5,late,16,6,2
r0,5,night,17,4,1
r0,6,early,18,6,2
r0,6,late,19,5,1
r0,6,night,20,4,0
r0,7,early,21,5,1
r0,7,late,22,4,2
r0,7,night,23,3,1
r0,8,early,24,3,1
r0,8,late,25,4,2
r0,8,night,26,3,0
r0,9,early,27,6,2
r0,9,late,28,7,2
r0,9,night,29,4,0
r0,10,early,30,6,2
r0,10,late,31,7,2
r0,10,night,32,4,1
r0,11,early,33,7,2
r0,11,late,34,5,0
r0,11,night,35,6,1
r0,12,early,36,6,1
r0,12,late,37,8,1
r0,12,night,38,3,1
r0,13,early,39,4,2
r0,13,late,40,5,1
r0,13,night,41,3,0
r0,14,early,42,7,1
r0,14,late,43,6,2
r0,14,night,44,5,0
r0,15,early,45,7,2
r0,15,late,46,6,2
r0,15,night,47,3,0
r0,16,early,48,6,2
r0,16,late,49,4,2
r0,16,night,50,4,0
r0,17,early,51,7,2
r0,17,late,52,6,2
r0,17,night,53,4,1
r0,18,early,54,7,2
r0,18,late,55,7,2
r0,18,night,56,5,1
r0,19,early,57,5,2
r0,19,late,58,5,2
r0,19,night,59,4,0
r0,20,early,60,1,0
r0,20,late,61,1,1
r0,20,night,62,2,1
r1,0,early,0,3,0
r1,0,late,1,1,0
r1,0,night,2,1,0
r1,1,early,3,7,1
r1,1,late,4,8,2
r1,1,night,5,6,1
r1,2,early,6,6,2
r1,2,late,7,6,0
r1,2,night,8,6,1
r1,3,early,9,6,1
r1,3,late,10,6,2
r1,3,night,11,4,1
r1,4,early,12,5,2
r1,4,late,13,6,0
r1,4,night,14,4,1
r1,5,early,15,6,2
r1,5,late,16,5,2
r1,5,night,17,5,1
r1,6,early,18,2,0
r1,6,late,19,3,1
r1,6,night,20,2,0
r1,7,early,21,7,2
r1,7,late,22,6,2
r1,7,night,23,5,1
r1,8,early,24,5,2
r1,8,late,25,7,2
r1,8,night,26,4,1
r1,9,early,27,9,2
r1,9,late,28,6,2
r1,9,night,29,5,1
r1,10,early,30,7,2
r1,10,late,31,7,2
r1,10,night,32,5,0
r1,11,early,33,8,2
r1,11,late,34,6,2
r1,11,night,35,4,1
r1,12,early,36,8,2
r1,12,late,37,9,1
r1,12,night,38,6,1
r1,13,early,39,7,2
r1,13,late,40,7,2
r1,13,night,41,5,1
r1,14,early,42,8,2
r1,14,late,43,4,2
r1,14,night,44,5,0
r1,15,early,45,7,1
r1,15,late,46,6,2
r1,15,night,47,5,1
r1,16,early,48,7,2
r1,16,late,49,8,2
r1,16,night,50,5,0
r1,17,early,51,7,2
r1,17,late,52,7,2
r1,17,night,53,5,0
r1,18,early,54,7,1
r1,18,late,55,5,2
r1,18,night,56,5,1
r1,19,early,57,8,1
r1,19,late,58,7,2
r1,19,night,59,6,1
r1,20,early,60,3,2
r1,20,late,61,3,1
r1,20,night,62,1,0
r2,0,early,0,2,1
r2,0,late,1,1,0
r2,0,night,2,1,0
r2,1,early,3,6,2
r2,1,late,4,4,0
r2,1,night,5,2,0
r2,2,early,6,10,2
r2,2,late,7,10,2
r2,2,night,8,6,1
r2,3,early,9,9,1
r2,3,late,10,10,2
r2,3,night,11,7,1
r2,4,early,12,9,2
r2,4,late,13,8,2
r2,4,night,14,6,1
r2,5,early,15,9,2
r2,5,late,16,9,2
r2,5,night,17,5,1
r2,6,early,18,6,2
r2,6,late,19,5,2
r2,6,night,20,2,1
r2,7,early,21,9,2
r2,7,late,22,10,2
r2,7,night,23,6,1
r2,8,early,24,10,1
r2,8,late,25,9,2
r2,8,night,26,6,1
r2,9,early,27,8,2
r2,9,late,28,8,2
r2,9,night,29,4,1
r2,10,early,30,6,2
r2,10,late,31,8,1
r2,10,night,32,8,1
r2,11,early,33,9,2
r2,11,late,34,6,2
r2,11,night,35,7,1
r2,12,early,36,9,2
r2,12,late,37,7,2
r2,12,night,38,8,1
r2,13,early,39,8,2
r2,13,late,40,7,2
r2,13,night,41,6,1
r2,14,early,42,9,2
r2,14,late,43,9,2
r2,14,night,44,5,1
r2,15,early,45,9,2
r2,15,late,46,8,2
r2,15,night,47,6,0
r2,16,early,48,8,2
r2,16,late,49,10,2
r2,16,night,50,5,1
r2,17,early,51,9,2
r2,17,late,52,11,2
r2,17,night,53,6,1
r2,18,early,54,8,1
r2,18,late,55,10,2
r2,18,night,56,6,0
r2,19,early,57,7,2
r2,19,late,58,8,2
r2,19,night,59,4,1
r2,20,early,60,6,2
r2,20,late,61,9,2
r2,20,night,62,6,0
r3,0,early,0,3,1
r3,0,late,1,2,0
r3,0,night,2,1,1
r3,1,early,3,8,2
r3,1,late,4,6,2
r3,1,night,5,4,1
r3,2,early,6,11,2
r3,2,late,7,6,2
r3,2,night,8,4,0
r3,3,early,9,10,2
r3,3,late,10,8,1
r3,3,night,11,4,1
r3,4,early,12,8,1
r3,4,late,13,8,1
r3,4,night,14,6,1
r3,5,early,15,8,2
r3,5,late,16,8,2
r3,5,night,17,6,1
r3,6,early,18,7,2
r3,6,late,19,8,2
r3,6,night,20,5,1
r3,7,early,21,8,2
r3,7,late,22,10,2
r3,7,night,23,7,1
r3,8,early,24,9,2
r3,8,late,25,8,2
r3,8,night,26,5,0
r3,9,early,27,10,1
r3,9,late,28,10,2
r3,9,night,29,7,1
r3,10,early,30,8,2
r3,10,late,31,10,2
r3,10,night,32,8,0
r3,11,early,33,9,2
r3,11,late,34,10,2
r3,11,night,35,6,1
r3,12,early,36,5,2
r3,12,late,37,6,2
r3,12,night,38,5,0
r3,13,early,39,9,2
r3,13,late,40,8,2
r3,13,night,41,7,1
r3,14,early,42,9,1
r3,14,late,43,8,2
r3,14,night,44,7,1
r3,15,early,45,8,1
r3,15,late,46,10,2
r3,15,night,47,4,1
r3,16,early,48,10,2
r3,16,late,49,8,2
r3,16,night,50,6,1
