nurse_id,skill_level,day,shift,global_shift,max_load
n000,0,0,late,1,10
n000,0,1,night,5,10
n000,0,3,early,9,10
n000,0,4,early,12,10
n000,0,5,night,17,10
n000,0,6,night,20,10
n000,0,7,night,23,10
n000,0,9,early,27,10
n000,0,10,late,31,10
n000,0,11,late,34,10
n000,0,13,early,39,10
n000,0,14,early,42,10
n000,0,15,early,45,10
n000,0,16,early,48,10
n000,0,17,early,51,10
n000,0,18,night,56,10
n000,0,19,night,59,10
n001,1,0,late,1,12
n001,1,1,late,4,12
n001,1,2,late,7,12
n001,1,3,night,11,12
n001,1,4,night,14,12
n001,1,6,early,18,12
n001,1,7,night,23,12
n001,1,8,night,26,12
n001,1,10,early,30,12
n001,1,11,night,35,12
n001,1,12,night,38,12
n001,1,13,night,41,12
n001,1,14,night,44,12
n001,1,16,early,48,12
n001,1,17,early,51,12
n001,1,18,late,55,12
n001,1,19,night,59,12
n001,1,20,night,62,12
n002,1,0,late,1,12
n002,1,2,early,6,12
n002,1,3,early,9,12
n002,1,4,early,12,12
n002,1,5,early,15,12
n002,1,6,early,18,12
n002,1,7,night,23,12
n002,1,9,early,27,12
n002,1,10,night,32,12
n002,1,12,early,36,12
n002,1,13,early,39,12
n002,1,14,late,43,12
n002,1,15,late,46,12
n002,1,16,night,50,12
n002,1,18,early,54,12
n002,1,19,early,57,12
n002,1,20,early,60,12
n003,1,0,night,2,12
n003,1,1,night,5,12
n003,1,3,late,10,12
n003,1,4,night,14,12
n003,1,6,early,18,12
n003,1,7,early,21,12
n003,1,8,early,24,12
n003,1,9,early,27,12
n003,1,10,early,30,12
n003,1,11,night,35,12
n003,1,12,night,38,12
n003,1,14,early,42,12
n003,1,15,late,46,12
n003,1,16,night,50,12
n003,1,18,early,54,12
n003,1,19,early,57,12
n003,1,20,early,60,12
n004,1,0,late,1,12
n004,1,2,early,6,12
n004,1,3,late,10,12
n004,1,4,late,13,12
n004,1,5,night,17,12
n004,1,6,night,20,12
n004,1,8,early,24,12
n004,1,10,early,30,12
n004,1,11,early,33,12
n004,1,12,early,36,12
n004,1,13,early,39,12
n004,1,14,early,42,12
n004,1,15,late,46,12
n004,1,17,early,51,12
n004,1,18,late,55,12
n004,1,19,late,58,12
n005,0,0,late,1,10
n005,0,1,late,4,10
n005,0,2,late,7,10
n005,0,3,late,10,10
n005,0,4,late,13,10
n005,0,5,late,16,10
n005,0,6,night,20,10
n005,0,8,late,25,10
n005,0,9,night,29,10
n005,0,10,night,32,10
n005,0,11,night,35,10
n005,0,13,early,39,10
n005,0,14,early,42,10
n005,0,16,late,49,10
n005,0,17,late,52,10
n005,0,18,night,56,10
n005,0,19,night,59,10
n005,0,20,night,62,10
n006,0,0,late,1,10
n006,0,1,late,4,10
n006,0,2,night,8,10
n006,0,3,night,11,10
n006,0,5,early,15,10
n006,0,6,night,20,10
n006,0,8,early,24,10
n006,0,9,early,27,10
n006,0,10,late,31,10
n006,0,11,night,35,10
n006,0,12,night,38,10
n006,0,14,early,42,10
n006,0,15,late,46,10
n006,0,16,night,50,10
n006,0,17,night,53,10
n006,0,19,early,57,10
n006,0,20,early,60,10
n007,2,0,night,2,5
n007,2,1,night,5,5
n007,2,2,night,8,15
n007,2,4,late,13,5
n007,2,5,late,16,5
n007,2,6,night,20,15
n007,2,7,night,23,15
n007,2,8,night,26,15
n007,2,9,night,29,15
n007,2,10,night,32,15
n007,2,11,night,35,5
n007,2,12,night,38,5
n007,2,13,night,41,5
n007,2,15,late,46,15
n007,2,16,night,50,15
n007,2,18,late,55,15
n007,2,19,night,59,5
n007,2,20,night,62,5
n008,2,0,early,0,15
n008,2,1,early,3,15
n008,2,2,early,6,15
n008,2,3,night,11,5
n008,2,5,night,17,15
n008,2,6,night,20,5
n008,2,7,night,23,5
n008,2,8,night,26,15
n008,2,9,night,29,5
n008,2,11,early,33,15
n008,2,12,night,38,15
n008,2,14,early,42,5
n008,2,15,late,46,15
n008,2,16,night,50,15
n008,2,18,early,54,15
n008,2,19,early,57,15
n008,2,20,night,62,15
n009,0,1,early,3,10
n009,0,2,late,7,10
n009,0,3,late,10,10
n009,0,4,night,14,10
n009,0,6,late,19,10
n009,0,7,night,23,10
n009,0,8,night,26,10
n009,0,10,early,30,10
