nurse_id,skill_level,day,shift,global_shift,max_load
n000,1,0,late,1,12
n000,1,1,late,4,12
n000,1,2,late,7,12
n000,1,3,late,10,12
n000,1,4,late,13,12
n000,1,5,late,16,12
n000,1,6,late,19,12
n000,1,7,late,22,12
n000,1,8,late,25,12
n000,1,9,late,28,12
n000,1,10,night,32,12
n000,1,12,early,36,12
n000,1,13,late,40,12
n000,1,14,late,43,12
n000,1,15,late,46,12
n000,1,16,late,49,12
n000,1,17,late,52,12
n000,1,18,late,55,12
n000,1,19,night,59,12
n000,1,20,night,62,12
n000,1,22,late,67,12
n000,1,24,night,74,12
n000,1,25,night,77,12
n000,1,27,early,81,12
n001,2,0,late,1,5
n001,2,1,late,4,15
n001,2,3,early,9,15
n001,2,4,late,13,15
n001,2,5,late,16,15
n001,2,6,late,19,5
n001,2,8,early,24,15
n001,2,9,night,29,15
n001,2,11,early,33,15
n001,2,12,late,37,15
n001,2,14,early,42,15
n001,2,15,early,45,15
n001,2,16,early,48,5
n001,2,17,night,53,5
n001,2,18,night,56,15
n001,2,20,late,61,15
n001,2,21,late,64,15
n001,2,23,early,69,15
n001,2,24,late,73,15
n001,2,26,late,79,5
n001,2,27,late,82,15
n002,2,0,late,1,15
n002,2,2,late,7,15
n002,2,3,late,10,5
n002,2,4,night,14,15
n002,2,5,night,17,5
n002,2,6,night,20,5
n002,2,7,night,23,5
n002,2,9,early,27,15
n002,2,10,late,31,15
n002,2,11,late,34,5
n002,2,12,late,37,15
n002,2,13,night,41,5
n002,2,14,night,44,15
n002,2,16,late,49,15
n002,2,17,late,52,15
n002,2,18,late,55,5
n002,2,19,night,59,15
n002,2,21,early,63,15
n002,2,22,early,66,15
n002,2,23,late,70,5
n002,2,24,night,74,15
n002,2,25,night,77,15
n002,2,26,night,80,15
n002,2,27,night,83,15
n003,0,0,night,2,10
n003,0,1,night,5,10
n003,0,2,night,8,10
n003,0,3,night,11,10
n003,0,4,night,14,10
n003,0,5,night,17,10
n003,0,7,early,21,10
n003,0,8,early,24,10
n003,0,9,early,27,10
n003,0,10,early,30,10
n003,0,11,late,34,10
n003,0,12,late,37,10
n003,0,14,early,42,10
n003,0,15,late,46,10
n003,0,16,late,49,10
n003,0,17,late,52,10
n003,0,18,night,56,10
n003,0,19,night,59,10
n003,0,21,early,63,10
n003,0,22,early,66,10
n003,0,23,early,69,10
n003,0,24,early,72,10
n003,0,25,night,77,10
n003,0,27,early,81,10
n004,1,0,late,1,12
n004,1,1,late,4,12
n004,1,2,late,7,12
n004,1,3,late,10,12
n004,1,4,late,13,12
n004,1,5,late,16,12
n004,1,6,night,20,12
n004,1,8,early,24,12
n004,1,9,early,27,12
n004,1,10,early,30,12
n004,1,11,early,33,12
n004,1,12,early,36,12
n004,1,13,late,40,12
n004,1,14,late,43,12
n004,1,15,late,46,12
n004,1,16,night,50,12
n004,1,18,late,55,12
n004,1,19,night,59,12
n004,1,20,night,62,12
n004,1,21,night,65,12
n004,1,22,night,68,12
n004,1,24,early,72,12
n004,1,25,early,75,12
n004,1,26,early,78,12
n004,1,27,night,83,12
n005,0,0,late,1,10
n005,0,1,late,4,10
n005,0,2,late,7,10
n005,0,4,early,12,10
n005,0,5,late,16,10
n005,0,6,night,20,10
n005,0,7,night,23,10
n005,0,9,late,28,10
n005,0,10,late,31,10
n005,0,11,late,34,10
n005,0,12,late,37,10
n005,0,13,night,41,10
n005,0,14,night,44,10
n005,0,16,early,48,10
n005,0,17,early,51,10
n005,0,18,early,54,10
n005,0,19,late,58,10
n005,0,20,late,61,10
n005,0,21,night,65,10
n005,0,22,night,68,10
n005,0,23,night,71,10
n005,0,25,late,76,10
n005,0,26,late,79,10
n005,0,27,night,83,10
n006,0,0,late,1,10
n006,0,2,early,6,10
n006,0,3,late,10,10
n006,0,4,late,13,10
n006,0,6,early,18,10
n006,0,7,night,23,10
n006,0,8,night,26,10
n006,0,9,night,29,10
n006,0,11,early,33,10
n006,0,13,early,39,10
n006,0,14,night,44,10
n006,0,15,night,47,10
n006,0,16,night,50,10
n006,0,17,night,53,10
n006,0,18,night,56,10
n006,0,21,early,63,10
n006,0,22,early,66,10
n006,0,24,early,72,10
n006,0,25,early,75,10
n006,0,26,early,78,10
n006,0,27,early,81,10
n007,0,0,late,1,10
n007,0,1,late,4,10
n007,0,2,night,8,10
n007,0,3,night,11,10
n007,0,4,night,14,10
n007,0,6,late,19,10
n007,0,7,night,23,10
