nurse_id,skill_level,day,shift,global_shift,max_load
n000,0,0,late,1,10
n000,0,1,night,5,10
n000,0,3,early,9,10
n000,0,4,late,13,10
n000,0,5,night,17,10
n000,0,6,night,20,10
n000,0,7,night,23,10
n000,0,8,night,26,10
n000,0,9,night,29,10
n000,0,11,early,33,10
n000,0,12,early,36,10
n000,0,13,night,41,10
n000,0,14,night,44,10
n000,0,16,early,48,10
n000,0,17,early,51,10
n000,0,18,late,55,10
n000,0,19,night,59,10
n000,0,21,early,63,10
n000,0,22,early,66,10
n000,0,23,early,69,10
n000,0,24,late,73,10
n000,0,25,late,76,10
n000,0,26,late,79,10
n001,0,1,early,3,10
n001,0,2,late,7,10
n001,0,3,late,10,10
n001,0,4,late,13,10
n001,0,5,late,16,10
n001,0,6,late,19,10
n001,0,7,night,23,10
n001,0,9,early,27,10
n001,0,10,late,31,10
n001,0,11,late,34,10
n001,0,12,late,37,10
n001,0,13,night,41,10
n001,0,14,night,44,10
n001,0,15,night,47,10
n001,0,17,early,51,10
n001,0,18,early,54,10
n001,0,19,late,58,10
n001,0,21,early,63,10
n001,0,22,early,66,10
n001,0,23,night,71,10
n001,0,24,night,74,10
n001,0,26,early,78,10
n001,0,27,night,83,10
n002,1,0,late,1,12
n002,1,1,late,4,12
n002,1,2,late,7,12
n002,1,3,night,11,12
n002,1,4,night,14,12
n002,1,6,early,18,12
n002,1,7,night,23,12
n002,1,9,late,28,12
n002,1,10,night,32,12
n002,1,12,early,36,12
n002,1,13,late,40,12
n002,1,14,night,44,12
n002,1,15,night,47,12
n002,1,17,late,52,12
n002,1,18,late,55,12
n002,1,19,late,58,12
n002,1,20,late,61,12
n002,1,21,night,65,12
n002,1,22,night,68,12
n002,1,23,night,71,12
n002,1,24,night,74,12
n002,1,25,night,77,12
n002,1,27,early,81,12
n003,1,0,late,1,12
n003,1,1,night,5,12
n003,1,2,night,8,12
n003,1,4,late,13,12
n003,1,5,late,16,12
n003,1,6,night,20,12
n003,1,7,night,23,12
n003,1,8,night,26,12
n003,1,9,night,29,12
n003,1,11,early,33,12
n003,1,12,early,36,12
n003,1,13,early,39,12
n003,1,14,late,43,12
n003,1,15,night,47,12
n003,1,17,early,51,12
n003,1,18,late,55,12
n003,1,19,late,58,12
n003,1,20,night,62,12
n003,1,22,early,66,12
n003,1,23,late,70,12
n003,1,24,late,73,12
n003,1,25,late,76,12
n003,1,27,early,81,12
n004,0,0,night,2,10
n004,0,2,early,6,10
n004,0,3,early,9,10
n004,0,4,early,12,10
n004,0,5,early,15,10
n004,0,6,night,20,10
n004,0,8,late,25,10
n004,0,9,late,28,10
n004,0,10,late,31,10
n004,0,11,late,34,10
n004,0,13,early,39,10
n004,0,14,late,43,10
n004,0,15,late,46,10
n004,0,17,night,53,10
n004,0,18,night,56,10
n004,0,19,night,59,10
n004,0,21,early,63,10
n004,0,22,late,67,10
n004,0,23,night,71,10
n004,0,25,early,75,10
n004,0,26,early,78,10
n004,0,27,night,83,10
n005,0,0,night,2,10
n005,0,1,night,5,10
n005,0,2,night,8,10
n005,0,4,early,12,10
n005,0,5,early,15,10
n005,0,6,late,19,10
n005,0,7,late,22,10
n005,0,8,late,25,10
n005,0,9,late,28,10
n005,0,10,late,31,10
n005,0,11,night,35,10
n005,0,12,night,38,10
n005,0,13,night,41,10
n005,0,15,early,45,10
n005,0,16,early,48,10
n005,0,17,late,52,10
n005,0,18,late,55,10
n005,0,19,late,58,10
n005,0,21,early,63,10
n005,0,22,early,66,10
n005,0,23,late,70,10
n005,0,24,late,73,10
n005,0,26,early,78,10
n005,0,27,night,83,10
n006,2,0,late,1,15
n006,2,1,night,5,15
n006,2,2,night,8,15
n006,2,4,early,12,15
n006,2,6,late,19,15
n006,2,7,late,22,15
n006,2,9,early,27,15
n006,2,10,early,30,15
n006,2,11,late,34,15
n006,2,12,late,37,5
n006,2,13,late,40,15
n006,2,14,late,43,15
n006,2,15,late,46,5
n006,2,16,night,50,15
n006,2,19,late,58,15
n006,2,20,late,61,5
n006,2,21,late,64,15
n006,2,22,late,67,15
n006,2,23,late,70,15
n006,2,24,late,73,5
n006,2,25,late,76,15
n006,2,26,night,80,15
n006,2,27,night,83,15
n007,0,0,late,1,10
n007,0,1,night,5,10
