nurse_id,skill_level,day,shift,global_shift,max_load
n00,1,0,night,2,12
n00,1,2,early,6,12
n00,1,3,early,9,12
n00,1,4,late,13,12
n00,1,5,late,16,12
n00,1,6,late,19,12
n00,1,7,night,23,12
n00,1,8,night,26,12
n00,1,9,night,29,12
n00,1,11,early,33,12
n00,1,12,early,36,12
n00,1,13,early,39,12
n00,1,14,late,43,12
n00,1,15,late,46,12
n00,1,17,early,51,12
n00,1,18,early,54,12
n00,1,19,late,58,12
n01,2,0,night,2,5
n01,2,1,night,5,15
n01,2,2,night,8,15
n01,2,3,night,11,15
n01,2,4,night,14,15
n01,2,5,night,17,15
n01,2,7,early,21,5
n01,2,8,early,24,15
n01,2,9,early,27,5
n01,2,10,early,30,15
n01,2,11,late,34,15
n01,2,12,night,38,15
n01,2,13,night,41,15
n01,2,14,night,44,15
n01,2,15,night,47,15
n01,2,16,night,50,5
n01,2,18,early,54,5
n01,2,19,early,57,15
n01,2,20,late,61,15
n02,2,0,night,2,5
n02,2,2,late,7,15
n02,2,3,late,10,5
n02,2,4,late,13,5
n02,2,6,early,18,5
n02,2,7,early,21,5
n02,2,8,early,24,5
n02,2,9,late,28,15
n02,2,10,late,31,15
n02,2,11,night,35,5
n02,2,13,early,39,15
n02,2,14,early,42,15
n02,2,15,late,46,5
n02,2,16,late,49,15
n02,2,17,late,52,15
n02,2,18,late,55,5
n02,2,19,night,59,5
n02,2,20,night,62,15
n03,2,0,night,2,5
n03,2,1,night,5,15
n03,2,3,early,9,15
n03,2,4,early,12,15
n03,2,5,late,16,15
n03,2,6,night,20,15
n03,2,7,night,23,15
n03,2,8,night,26,5
n03,2,10,early,30,5
n03,2,11,early,33,5
n03,2,12,night,38,15
n03,2,13,night,41,15
n03,2,14,night,44,5
n03,2,15,night,47,5
n03,2,17,late,52,15
n03,2,18,late,55,5
n03,2,19,late,58,15
n03,2,20,night,62,5
n04,0,1,early,3,10
n04,0,2,early,6,10
n04,0,3,late,10,10
n04,0,4,late,13,10
n04,0,5,night,17,10
n04,0,6,night,20,10
n04,0,7,night,23,10
n04,0,8,night,26,10
n04,0,10,early,30,10
n04,0,11,early,33,10
n04,0,12,early,36,10
n04,0,13,early,39,10
n04,0,14,early,42,10
n04,0,15,early,45,10
n04,0,16,early,48,10
n04,0,17,late,52,10
n04,0,18,late,55,10
n04,0,19,late,58,10
n04,0,20,night,62,10
n05,0,0,late,1,10
n05,0,1,late,4,10
n05,0,2,late,7,10
n05,0,3,late,10,10
n05,0,4,night,14,10
n05,0,6,night,20,10
n05,0,8,early,24,10
n05,0,9,late,28,10
n05,0,10,night,32,10
n05,0,11,night,35,10
n05,0,13,early,39,10
n05,0,14,early,42,10
n05,0,15,early,45,10
n05,0,16,early,48,10
n05,0,17,early,51,10
n05,0,18,early,54,10
n05,0,19,late,58,10
n05,0,20,late,61,10
n06,2,0,late,1,15
n06,2,1,late,4,15
n06,2,2,late,7,15
n06,2,3,late,10,15
n06,2,4,late,13,15
n06,2,5,late,16,15
n06,2,6,late,19,15
n06,2,8,early,24,15
n06,2,9,early,27,15
n06,2,10,late,31,5
n06,2,11,late,34,5
n06,2,12,night,38,5
n06,2,13,night,41,15
n06,2,14,night,44,15
n06,2,15,night,47,15
n06,2,16,night,50,5
n06,2,18,early,54,15
n06,2,19,early,57,15
n06,2,20,early,60,5
n07,1,0,early,0,12
n07,1,1,late,4,12
n07,1,2,night,8,12
n07,1,3,night,11,12
n07,1,5,early,15,12
n07,1,6,early,18,12
n07,1,7,night,23,12
n07,1,8,night,26,12
n07,1,9,night,29,12
n07,1,10,night,32,12
n07,1,11,night,35,12
n07,1,12,night,38,12
n07,1,14,early,42,12
n07,1,15,early,45,12
n07,1,16,late,49,12
n07,1,17,late,52,12
n07,1,18,late,55,12
n07,1,19,late,58,12
n07,1,20,late,61,12
n08,0,0,late,1,10
n08,0,1,late,4,10
n08,0,2,late,7,10
n08,0,3,late,10,10
n08,0,4,night,14,10
n08,0,6,early,18,10
n08,0,8,early,24,10
n08,0,9,early,27,10
n08,0,10,early,30,10
n08,0,11,night,35,10
n08,0,13,late,40,10
n08,0,15,early,45,10
n08,0,16,late,49,10
n08,0,17,late,52,10
n08,0,18,late,55,10
n08,0,19,late,58,10
n08,0,20,night,62,10
n09,2,0,late,1,15
n09,2,2,late,7,5
n09,2,3,late,10,15
n09,2,4,late,13,15
n09,2,5,night,17,5
n09,2,6,night,20,15
n09,2,8,early,24,5
n09,2,9,early,27,15
n09,2,10,late,31,5
n09,2,11,night,35,5
n09,2,13,early,39,15
n09,2,14,early,42,5
n09,2,15,early,45,15
n09,2,16,late,49,15
n09,2,17,night,53,15
n09,2,19,early,57,5
n09,2,20,early,60,15
n10,0,0,night,2,10
n10,0,2,early,6,10
n10,0,3,night,11,10
n10,0,5,early,15,10
n10,0,6,late,19,10
n10,0,8,late,25,10
n10,0,9,late,28,10
n10,0,11,late,34,10
n10,0,12,late,37,10
n10,0,13,late,40,10
n10,0,14,late,43,10
n10,0,15,late,46,10
n10,0,17,early,51,10
n10,0,19,early,57,10
n10,0,20,late,61,10
n11,2,0,late,1,15
n11,2,1,late,4,15
n11,2,2,late,7,15
n11,2,3,night,11,15
n11,2,4,night,14,5
n11,2,5,night,17,15
n11,2,7,early,21,15
n11,2,8,late,25,5
n11,2,10,early,30,15
n11,2,12,early,36,15
n11,2,13,late,40,15
n11,2,15,early,45,5
n11,2,16,early,48,15
n11,2,17,night,53,15
n11,2,19,early,57,15
n11,2,20,early,60,5
n12,0,0,night,2,10
n12,0,1,night,5,10
n12,0,3,early,9,10
n12,0,4,late,13,10
n12,0,6,early,18,10
n12,0,7,early,21,10
n12,0,8,late,25,10
n12,0,9,late,28,10
n12,0,10,late,31,10
n12,0,11,night,35,10
n12,0,13,late,40,10
n12,0,14,late,43,10
n12,0,15,night,47,10
n12,0,17,night,53,10
n12,0,19,night,59,10
n13,2,0,early,0,15
n13,2,1,night,5,5
n13,2,3,early,9,15
n13,2,4,night,14,15
n13,2,6,early,18,15
n13,2,7,early,21,15
n13,2,8,late,25,5
n13,2,9,night,29,15
n13,2,10,night,32,15
