room_id,day,shift,global_shift,total_room_workload,max_skill_required
r0,0,early,0,4,1
r0,0,late,1,5,2
r0,0,night,2,2,1
r0,1,early,3,4,1
r0,1,late,4,4,2
r0,1,night,5,3,0
r0,2,early,6,5,1
r0,2,late,7,3,2
r0,2,night,8,2,1
r0,3,early,9,4,1
r0,3,late,10,4,2
r0,3,night,11,3,1
r0,4,early,12,4,2
r0,4,late,13,4,2
r0,4,night,14,3,1
r0,5,early,15,4,2
r0,5,late,16,4,1
r0,5,night,17,3,0
r0,6,early,18,4,1
r0,6,late,19,5,2
r0,6,night,20,2,1
r0,7,early,21,5,2
r0,7,late,22,5,0
r0,7,night,23,3,0
r0,8,early,24,4,2
r0,8,late,25,4,1
r0,8,night,26,3,0
r0,9,early,27,5,2
r0,9,late,28,4,1
r0,9,night,29,3,0
r0,10,early,30,5,2
r0,10,late,31,4,2
r0,10,night,32,3,1
r0,11,early,33,5,2
r0,11,late,34,4,2
r0,11,night,35,3,0
r0,12,early,36,5,2
r0,12,late,37,5,1
r0,12,night,38,3,1
r0,13,early,39,5,1
r0,13,late,40,6,2
r0,13,night,41,3,0
r0,14,early,42,1,0
r0,14,late,43,3,2
r0,14,night,44,2,0
r0,15,early,45,6,1
r0,15,late,46,6,1
r0,15,night,47,4,1
r0,16,early,48,3,2
r0,16,late,49,4,2
r0,16,night,50,2,1
r0,17,early,51,3,1
r0,17,late,52,3,0
r0,17,night,53,4,1
r0,18,early,54,2,1
r0,18,late,55,2,0
r0,18,night,56,1,0
r0,19,early,57,2,0
r0,19,late,58,2,1
r0,19,night,59,2,1
r0,20,early,60,2,1
r0,20,late,61,1,0
r0,20,night,62,1,0
r1,1,early,3,4,2
r1,1,late,4,4,2
r1,1,night,5,4,0
r1,2,early,6,8,2
r1,2,late,7,7,1
r1,2,night,8,5,1
r1,3,early,9,5,1
r1,3,late,10,5,2
r1,3,night,11,5,0
r1,4,early,12,6,2
r1,4,late,13,6,2
r1,4,night,14,4,0
r1,5,early,15,3,0
r1,5,late,16,4,0
r1,5,night,17,3,1
r1,6,early,18,4,2
r1,6,late,19,3,2
r1,6,night,20,4,0
r1,7,early,21,7,2
r1,7,late,22,6,2
r1,7,night,23,5,0
r1,8,early,24,4,2
r1,8,late,25,6,2
r1,8,night,26,5,1
r1,9,early,27,6,2
r1,9,late,28,7,2
r1,9,night,29,5,1
r1,10,early,30,7,1
r1,10,late,31,6,1
r1,10,night,32,4,1
r1,11,early,33,8,1
r1,11,late,34,5,2
r1,11,night,35,4,1
r1,12,early,36,6,1
r1,12,late,37,6,1
r1,12,night,38,5,1
r1,13,early,39,7,2
r1,13,late,40,8,2
r1,13,night,41,3,1
r1,14,early,42,6,2
r1,14,late,43,9,2
r1,14,night,44,4,1
r1,15,early,45,5,2
r1,15,late,46,6,2
r1,15,night,47,4,1
r1,16,early,48,3,0
r1,16,late,49,2,2
r1,16,night,50,2,1
r1,17,early,51,2,2
r1,17,late,52,2,1
r1,17,night,53,2,0
r2,0,early,0,2,2
r2,0,late,1,4,2
r2,0,night,2,2,0
r2,1,early,3,5,1
r2,1,late,4,8,1
r2,1,night,5,3,1
r2,2,early,6,5,0
r2,2,late,7,6,2
r2,2,night,8,3,1
r2,3,early,9,6,1
r2,3,late,10,8,1
r2,3,night,11,5,1
r2,4,early,12,7,2
r2,4,late,13,8,2
r2,4,night,14,4,1
r2,5,early,15,7,1
r2,5,late,16,9,1
r2,5,night,17,5,1
r2,6,early,18,8,2
r2,6,late,19,6,2
r2,6,night,20,5,0
r2,7,early,21,5,1
r2,7,late,22,6,2
r2,7,night,23,5,1
r2,8,early,24,5,1
r2,8,late,25,8,0
r2,8,night,26,5,1
r2,9,early,27,6,1
r2,9,late,28,8,2
r2,9,night,29,5,0
r2,10,early,30,6,1
r2,10,late,31,7,1
r2,10,night,32,5,1
r2,11,early,33,7,2
r2,11,late,34,7,2
r2,11,night,35,5,1
r2,12,early,36,8,2
r2,12,late,37,7,0
r2,12,night,38,4,1
r2,13,early,39,2,2
r2,13,late,40,2,0
r2,13,night,41,2,0
r2,14,early,42,3,2
r2,14,late,43,2,2
r2,14,night,44,2,0
r2,15,early,45,3,2
r2,15,late,46,2,2
r2,15,night,47,1,0
r2,16,early,48,2,1
r2,16,late,49,2,0
r2,16,night,50,2,0
r2,17,early,51,2,1
r2,17,late,52,2,2
r2,17,night,53,2,0
r2,18,early,54,2,0
r2,18,late,55,1,2
r2,18,night,56,2,0
r2,19,early,57,2,1
r2,19,late,58,3,1
r2,19,night,59,2,0
r3,0,early,0,5,1
r3,0,late,1,4,2
r3,0,night,2,2,1
r3,1,early,3,6,1
r3,1,late,4,4,2
r3,1,night,5,4,1
r3,2,early,6,5,1
r3,2,late,7,4,1
r3,2,night,8,2,0
r3,3,early,9,6,2
r3,3,late,10,6,1
r3,3,night,11,3,1
r3,4,early,12,4,2
r3,4,late,13,4,0
r3,4,night,14,3,0
r3,5,early,15,6,2
r3,5,late,16,5,1
r3,5,night,17,2,1
r3,6,early,18,5,1
r3,6,late,19,4,2
r3,6,night,20,3,1
r3,7,early,21,3,2
r3,7,late,22,3,2
r3,7,night,23,3,1
r3,8,early,24,4,2
r3,8,late,25,5,2
r3,8,night,26,3,1
r3,9,early,27,4,2
r3,9,late,28,3,2
r3,9,night,29,3,1
r3,10,early,30,6,1
r3,10,late,31,5,2
r3,10,night,32,4,1
r3,11,early,33,4,0
r3,11,late,34,4,1
r3,11,night,35,3,1
r3,12,early,36,5,1
r3,12,late,37,5,2
r3,12,night,38,3,1
r3,13,early,39,5,2
r3,13,late,40,4,1
r3,13,night,41,3,1
r3,14,early,42,5,2
r3,14,late,43,5,2
r3,14,night,44,3,0
r3,15,early,45,4,2
r3,15,late,46,4,1
r3,15,night,47,2,1
r3,16,early,48,4,1
r3,16,late,49,5,2
r3,16,night,50,2,0
r3,17,early,51,5,0
r3,17,late,52,4,1
r3,17,night,53,2,1
r3,18,early,54,4,2
r3,18,late,55,4,1
r3,18,night,56,3,0
r4,0,early,0,7,2
r4,0,late,1,6,0
r4,0,night,2,3,1
r4,1,early,3,6,2
r4,1,late,4,10,2
r4,1,night,5,5,1
r4,2,early,6,7,2
r4,2,late,7,8,2
r4,2,night,8,4,0
r4,3,early,9,8,2
r4,3,late,10,7,2
r4,3,night,11,5,1
r4,4,early,12,9,2
r4,4,late,13,8,1
r4,4,night,14,5,0
r4,5,early,15,9,2
r4,5,late,16,9,1
r4,5,night,17,6,1
r4,6,early,18,8,2
r4,6,late,19,9,2
r4,6,night,20,5,1
r4,7,early,21,10,2
r4,7,late,22,8,1
r4,7,night,23,5,0
r4,8,early,24,6,2
r4,8,late,25,8,2
r4,8,night,26,5,1
r4,9,early,27,9,2
r4,9,late,28,9,2
r4,9,night,29,6,1
r4,10,early,30,8,2
r4,10,late,31,9,2
r4,10,night,32,6,1
r4,11,early,33,7,2
r4,11,late,34,8,1
r4,11,night,35,5,0
r4,12,early,36,9,2
r4,12,late,37,9,2
r4,12,night,38,5,1
r4,13,early,39,11,2
r4,13,late,40,8,2
r4,13,night,41,7,0
r4,14,early,42,11,2
r4,14,late,43,11,2
r4,14,night,44,4,1
r4,15,early,45,4,2
r4,15,late,46,3,1
r4,15,night,47,3,1
r4,16,early,48,4,2
r4,16,late,49,5,2
r4,16,night,50,3,1
r4,17,early,51,3,0
r4,17,late,52,1,0
r4,17,night,53,1,0
r4,18,early,54,2,1
r4,18,late,55,1,2
r4,18,night,56,2,1
r5,0,early,0,3,1
r5,0,late,1,3,0
r5,0,night,2,1,0
r5,1,early,3,9,2
r5,1,late,4,10,2
r5,1,night,5,5,1
r5,2,early,6,10,2
r5,2,late,7,10,2
r5,2,night,8,8,0
r5,3,early,9,8,2
r5,3,late,10,8,2
r5,3,night,11,6,1
r5,4,early,12,9,2
r5,4,late,13,9,1
r5,4,night,14,6,0
r5,5,early,15,9,2
r5,5,late,16,7,2
r5,5,night,17,7,1
r5,6,early,18,10,2
r5,6,late,19,10,1
r5,6,night,20,8,1
r5,7,early,21,8,2
r5,7,late,22,9,2
r5,7,night,23,4,1
r5,8,early,24,9,2
r5,8,late,25,7,2
r5,8,night,26,6,1
r5,9,early,27,11,2
r5,9,late,28,9,1
r5,9,night,29,5,1
r5,10,early,30,9,2
r5,10,late,31,9,2
r5,10,night,32,5,1
r5,11,early,33,9,2
r5,11,late,34,11,2
r5,11,night,35,6,1
r5,12,early,36,9,2
r5,12,late,37,7,1
r5,12,night,38,6,1
r5,13,early,39,6,2
r5,13,late,40,8,1
r5,13,night,41,4,1
r5,14,early,42,9,2
r5,14,late,43,10,2
r5,14,night,44,7,0
r5,15,early,45,9,2
r5,15,late,46,6,2
r5,15,night,47,7,0
r5,16,early,48,6,2
r5,16,late,49,8,2
r5,16,night,50,4,1
r5,17,early,51,3,0
r5,17,late,52,3,2
r5,17,night,53,2,1
r5,18,early,54,3,0
r5,18,late,55,3,1
r5,18,night,56,2,0
r5,19,early,57,1,2
r5,19,late,58,3,0
r5,19,night,59,2,1
r6,1,early,3,6,2
r6,1,late,4,7,1
r6,1,night,5,5,1
r6,2,early,6,7,2
r6,2,late,7,6,2
r6,2,night,8,6,1
r6,3,early,9,6,2
r6,3,late,10,8,2
r6,3,night,11,6,0
r6,4,early,12,7,2
r6,4,late,13,7,1
r6,4,night,14,4,0
r6,5,early,15,7,1
r6,5,late,16,8,2
r6,5,night,17,3,0
r6,6,early,18,7,2
r6,6,late,19,7,2
r6,6,night,20,6,0
r6,7,early,21,6,2
r6,7,late,22,7,2
r6,7,night,23,4,1
r6,8,early,24,7,2
r6,8,late,25,6,2
r6,8,night,26,4,0
r6,9,early,27,6,2
r6,9,late,28,6,2
r6,9,night,29,5,1
r6,10,early,30,5,2
r6,10,late,31,4,2
r6,10,night,32,4,0
r6,11,early,33,7,1
r6,11,late,34,8,1
r6,11,night,35,6,1
r6,12,early,36,7,1
r6,12,late,37,6,2
r6,12,night,38,5,1
r6,13,early,39,8,2
r6,13,late,40,6,2
r6,13,night,41,4,0
r6,14,early,42,4,2
r6,14,late,43,5,2
r6,14,night,44,3,0
r6,15,early,45,5,2
r6,15,late,46,4,1
r6,15,night,47,3,1
r6,16,early,48,5,2
r6,16,late,49,6,1
r6,16,night,50,3,0
r6,17,early,51,5,0
r6,17,late,52,5,2
r6,17,night,53,4,0
r6,18,early,54,6,1
r6,18,late,55,5,2
r6,18,night,56,2,1
r6,19,early,57,2,2
r6,19,late,58,2,2
r6,19,night,59,2,1
r6,20,early,60,2,1
r6,20,late,61,1,0
r6,20,night,62,2,1
r7,0,early,0,5,2
r7,0,late,1,4,0
r7,0,night,2,2,1
