nurse_id,skill_level,day,shift,global_shift,max_load
n00,1,0,late,1,12
n00,1,1,late,4,12
n00,1,2,late,7,12
n00,1,3,late,10,12
n00,1,5,late,16,12
n00,1,6,late,19,12
n00,1,8,early,24,12
n00,1,9,early,27,12
n00,1,10,early,30,12
n00,1,11,early,33,12
n00,1,12,late,37,12
n00,1,13,night,41,12
n01,1,0,late,1,12
n01,1,1,late,4,12
n01,1,2,night,8,12
n01,1,3,night,11,12
n01,1,4,night,14,12
n01,1,6,early,18,12
n01,1,7,late,22,12
n01,1,8,late,25,12
n01,1,9,late,28,12
n01,1,11,night,35,12
n01,1,13,early,39,12
n02,0,0,night,2,10
n02,0,2,early,6,10
n02,0,3,early,9,10
n02,0,4,late,13,10
n02,0,5,late,16,10
n02,0,6,night,20,10
n02,0,8,early,24,10
n02,0,9,early,27,10
n02,0,10,early,30,10
n02,0,11,early,33,10
n02,0,12,late,37,10
n02,0,13,night,41,10
n03,2,0,late,1,5
n03,2,1,night,5,15
n03,2,4,early,12,15
n03,2,5,early,15,15
n03,2,6,late,19,15
n03,2,7,night,23,15
n03,2,8,night,26,15
n03,2,9,night,29,5
n03,2,10,night,32,15
n03,2,12,late,37,15
n03,2,13,late,40,15
n04,1,0,early,0,12
n04,1,1,early,3,12
n04,1,2,early,6,12
n04,1,3,late,10,12
n04,1,4,late,13,12
n04,1,6,early,18,12
n04,1,8,late,25,12
n04,1,10,late,31,12
n04,1,12,early,36,12
n04,1,13,late,40,12
n05,0,0,late,1,10
n05,0,2,night,8,10
n05,0,4,late,13,10
n05,0,5,late,16,10
n05,0,6,late,19,10
n05,0,7,late,22,10
n05,0,8,late,25,10
n05,0,9,late,28,10
n05,0,10,late,31,10
n05,0,11,night,35,10
n05,0,12,night,38,10
n05,0,13,night,41,10
n06,1,1,late,4,12
n06,1,3,late,10,12
n06,1,4,night,14,12
n06,1,5,night,17,12
n06,1,6,night,20,12
n06,1,8,night,26,12
n06,1,9,night,29,12
n06,1,10,night,32,12
n06,1,11,night,35,12
n06,1,12,night,38,12
n07,1,0,night,2,12
n07,1,1,night,5,12
n07,1,3,early,9,12
n07,1,4,early,12,12
n07,1,5,night,17,12
n07,1,7,early,21,12
n07,1,8,early,24,12
n07,1,9,early,27,12
n07,1,10,late,31,12
n07,1,11,late,34,12
n07,1,12,night,38,12
n08,2,0,night,2,5
n08,2,2,early,6,15
n08,2,3,night,11,15
n08,2,5,early,15,15
n08,2,6,night,20,15
n08,2,7,night,23,15
n08,2,9,late,28,15
n08,2,11,early,33,15
n08,2,13,early,39,15
n09,2,0,early,0,15
n09,2,1,early,3,15
n09,2,2,night,8,15
n09,2,4,early,12,15
n09,2,6,early,18,5
n09,2,9,night,29,5
n09,2,11,late,34,15
n09,2,13,early,39,15
n10,1,1,early,3,12
n10,1,2,late,7,12
n10,1,6,early,18,12
n10,1,7,early,21,12
n10,1,9,night,29,12
n10,1,11,late,34,12
n10,1,13,late,40,12
n11,2,0,early,0,15
n11,2,2,late,7,15
n11,2,7,early,21,15
n11,2,10,early,30,15
n11,2,12,early,36,15
n12,0,3,early,9,10
n12,0,7,late,22,10
n12,0,12,early,36,10
