room_id,day,shift,global_shift,total_room_workload,max_skill_required
r0,0,early,0,3,2
r0,0,late,1,3,2
r0,0,night,2,2,1
r0,1,early,3,4,1
r0,1,late,4,5,2
r0,1,night,5,2,0
r0,2,early,6,6,2
r0,2,late,7,8,1
r0,2,night,8,5,1
r0,3,early,9,6,2
r0,3,late,10,9,2
r0,3,night,11,4,1
r0,4,early,12,6,2
r0,4,late,13,8,2
r0,4,night,14,4,1
r0,5,early,15,7,2
r0,5,late,16,8,1
r0,5,night,17,6,1
r0,6,early,18,7,1
r0,6,late,19,9,2
r0,6,night,20,6,0
r0,7,early,21,6,2
r0,7,late,22,7,2
r0,7,night,23,4,0
r0,8,early,24,4,2
r0,8,late,25,2,1
r0,8,night,26,3,1
r0,9,early,27,8,2
r0,9,late,28,7,1
r0,9,night,29,4,1
r0,10,early,30,7,2
r0,10,late,31,9,1
r0,10,night,32,6,0
r0,11,early,33,6,2
r0,11,late,34,8,1
r0,11,night,35,4,1
r0,12,early,36,6,2
r0,12,late,37,6,2
r0,12,night,38,6,0
r0,13,early,39,5,1
r0,13,late,40,2,1
r0,13,night,41,3,1
r1,2,early,6,4,1
r1,2,late,7,4,1
r1,2,night,8,3,1
r1,3,early,9,4,2
r1,3,late,10,4,2
r1,3,night,11,4,1
r1,4,early,12,4,1
r1,4,late,13,5,1
r1,4,night,14,3,0
r1,5,early,15,5,1
r1,5,late,16,5,1
r1,5,night,17,3,0
r1,6,early,18,5,2
r1,6,late,19,5,0
r1,6,night,20,3,0
r1,7,early,21,5,1
r1,7,late,22,4,2
r1,7,night,23,4,0
r1,8,early,24,3,2
r1,8,late,25,5,2
r1,8,night,26,4,1
r1,9,early,27,5,1
r1,9,late,28,3,1
r1,9,night,29,3,0
r1,10,early,30,6,2
r1,10,late,31,5,2
r1,10,night,32,2,0
r1,11,early,33,4,2
r1,11,late,34,5,2
r1,11,night,35,3,0
r1,12,early,36,6,1
r1,12,late,37,4,2
r1,12,night,38,2,1
r1,13,early,39,4,2
r1,13,late,40,3,1
r1,13,night,41,3,0
r2,2,early,6,5,0
r2,2,late,7,4,2
r2,2,night,8,3,1
r2,3,early,9,4,0
r2,3,late,10,6,2
r2,3,night,11,3,0
r2,4,early,12,3,1
r2,4,late,13,3,2
r2,4,night,14,3,0
r2,5,early,15,4,2
r2,5,late,16,4,1
r2,5,night,17,3,0
r2,6,early,18,5,1
r2,6,late,19,4,1
r2,6,night,20,4,1
r2,7,early,21,3,1
r2,7,late,22,3,0
r2,7,night,23,4,1
r2,8,early,24,5,2
r2,8,late,25,4,0
r2,8,night,26,3,0
r2,9,early,27,5,2
r2,9,late,28,5,2
r2,9,night,29,3,1
r2,10,early,30,5,2
r2,10,late,31,4,2
r2,10,night,32,4,0
r2,11,early,33,3,1
r2,11,late,34,5,0
r2,11,night,35,2,0
r2,12,early,36,4,0
r2,12,late,37,3,2
r2,12,night,38,2,1
r2,13,early,39,3,2
r2,13,late,40,4,1
r2,13,night,41,4,0
r3,0,early,0,1,1
r3,0,late,1,1,2
r3,0,night,2,1,0
r3,2,early,6,2,0
r3,2,late,7,3,1
r3,2,night,8,1,0
r3,3,early,9,2,1
r3,3,late,10,3,0
r3,3,night,11,2,1
r3,4,early,12,2,2
r3,4,late,13,3,0
r3,4,night,14,1,0
r3,5,early,15,4,1
r3,5,late,16,4,1
r3,5,night,17,2,1
r3,6,early,18,5,2
r3,6,late,19,4,2
r3,6,night,20,2,0
r3,7,early,21,5,2
r3,7,late,22,4,1
r3,7,night,23,4,1
r3,8,early,24,3,1
r3,8,late,25,5,1
r3,8,night,26,3,1
r3,9,early,27,5,2
r3,9,late,28,4,2
r3,9,night,29,2,0
r3,10,early,30,6,2
r3,10,late,31,3,1
r3,10,night,32,2,0
r3,11,early,33,5,2
r3,11,late,34,5,2
r3,11,night,35,3,0
r3,12,early,36,5,0
r3,12,late,37,5,2
r3,12,night,38,2,1
r3,13,early,39,6,1
r3,13,late,40,5,2
r3,13,night,41,4,1
