nurse_id,skill_level,day,shift,global_shift,max_load
n00,2,0,late,1,15
n00,2,2,early,6,15
n00,2,3,early,9,15
n00,2,4,late,13,15
n00,2,5,late,16,5
n00,2,6,night,20,15
n00,2,8,early,24,15
n00,2,9,late,28,5
n00,2,10,late,31,15
n00,2,11,late,34,15
n00,2,12,late,37,5
n01,1,0,late,1,12
n01,1,2,early,6,12
n01,1,3,early,9,12
n01,1,4,night,14,12
n01,1,5,night,17,12
n01,1,6,night,20,12
n01,1,8,late,25,12
n01,1,9,late,28,12
n01,1,10,night,32,12
n01,1,11,night,35,12
n01,1,12,night,38,12
n01,1,13,night,41,12
n02,0,0,early,0,10
n02,0,1,early,3,10
n02,0,2,late,7,10
n02,0,3,late,10,10
n02,0,4,late,13,10
n02,0,5,late,16,10
n02,0,6,late,19,10
n02,0,7,late,22,10
n02,0,9,early,27,10
n02,0,10,early,30,10
n02,0,11,early,33,10
n02,0,13,early,39,10
n03,0,0,night,2,10
n03,0,2,late,7,10
n03,0,3,night,11,10
n03,0,5,early,15,10
n03,0,6,early,18,10
n03,0,7,early,21,10
n03,0,8,night,26,10
n03,0,10,early,30,10
n03,0,11,early,33,10
n03,0,12,early,36,10
n03,0,13,early,39,10
n04,2,0,night,2,15
n04,2,1,night,5,15
n04,2,2,night,8,5
n04,2,3,night,11,15
n04,2,5,early,15,15
n04,2,6,early,18,15
n04,2,8,late,25,15
n04,2,9,night,29,15
n04,2,10,night,32,5
n04,2,11,night,35,15
n04,2,13,early,39,5
n05,0,0,early,0,10
n05,0,1,early,3,10
n05,0,2,late,7,10
n05,0,3,late,10,10
n05,0,4,night,14,10
n05,0,6,late,19,10
n05,0,7,night,23,10
n05,0,8,night,26,10
n05,0,9,night,29,10
n05,0,11,early,33,10
n05,0,12,early,36,10
n05,0,13,late,40,10
n06,1,1,early,3,12
n06,1,2,night,8,12
n06,1,4,early,12,12
n06,1,5,late,16,12
n06,1,7,early,21,12
n06,1,9,early,27,12
n06,1,10,early,30,12
n06,1,11,late,34,12
n06,1,12,late,37,12
n06,1,13,night,41,12
n07,0,0,early,0,10
n07,0,1,late,4,10
n07,0,2,night,8,10
n07,0,4,early,12,10
n07,0,6,late,19,10
n07,0,7,late,22,10
n07,0,9,early,27,10
n07,0,10,late,31,10
n07,0,12,early,36,10
n07,0,13,late,40,10
n08,2,1,night,5,15
n08,2,3,late,10,15
n08,2,5,night,17,15
n08,2,7,early,21,5
n08,2,8,early,24,5
n08,2,9,late,28,15
n08,2,10,night,32,15
n08,2,12,late,37,15
n09,2,1,late,4,15
n09,2,4,early,12,15
n09,2,7,late,22,15
n09,2,12,night,38,15
n10,2,8,early,24,15
n10,2,13,late,40,15
n11,1,7,night,23,12
