room_id,day,shift,global_shift,total_room_workload,max_skill_required
r00,0,early,0,4,0
r00,0,late,1,3,2
r00,0,night,2,2,0
r00,1,early,3,11,2
r00,1,late,4,9,2
r00,1,night,5,6,1
r00,2,early,6,8,2
r00,2,late,7,7,2
r00,2,night,8,5,1
r00,3,early,9,7,2
r00,3,late,10,8,2
r00,3,night,11,8,1
r00,4,early,12,9,2
r00,4,late,13,8,0
r00,4,night,14,6,1
r00,5,early,15,8,2
r00,5,late,16,9,2
r00,5,night,17,5,1
r00,6,early,18,5,2
r00,6,late,19,5,2
r00,6,night,20,4,1
r00,7,early,21,5,2
r00,7,late,22,9,2
r00,7,night,23,5,1
r00,8,early,24,5,1
r00,8,late,25,7,2
r00,8,night,26,4,1
r00,9,early,27,8,2
r00,9,late,28,10,2
r00,9,night,29,6,1
r00,10,early,30,8,2
r00,10,late,31,9,2
r00,10,night,32,5,0
r00,11,early,33,6,1
r00,11,late,34,7,2
r00,11,night,35,7,1
r01,0,early,0,10,2
r01,0,late,1,7,2
r01,0,night,2,4,1
r01,1,early,3,9,2
r01,1,late,4,8,1
r01,1,night,5,5,0
r01,2,early,6,8,2
r01,2,late,7,11,1
r01,2,night,8,4,1
r01,3,early,9,9,1
r01,3,late,10,10,2
r01,3,night,11,7,0
r01,4,early,12,8,2
r01,4,late,13,10,2
r01,4,night,14,7,1
r01,5,early,15,9,1
r01,5,late,16,10,2
r01,5,night,17,5,1
r01,6,early,18,8,2
r01,6,late,19,10,2
r01,6,night,20,7,1
r01,7,early,21,11,2
r01,7,late,22,10,2
r01,7,night,23,6,1
r01,8,early,24,7,2
r01,8,late,25,6,2
r01,8,night,26,6,1
r01,9,early,27,3,2
r01,9,late,28,5,2
r01,9,night,29,5,1
r01,10,early,30,2,0
r01,10,late,31,2,0
r01,10,night,32,1,0
r01,11,early,33,5,1
r01,11,late,34,4,1
r01,11,night,35,3,0
r01,12,early,36,5,2
r01,12,late,37,2,2
r01,12,night,38,3,0
r01,13,early,39,2,1
r01,13,late,40,1,2
r01,13,night,41,1,1
r02,0,early,0,5,2
r02,0,late,1,2,2
r02,0,night,2,2,0
r02,1,early,3,5,2
r02,1,late,4,3,2
r02,1,night,5,3,1
r02,2,early,6,3,2
r02,2,late,7,5,1
r02,2,night,8,2,1
r02,3,early,9,5,1
r02,3,late,10,5,1
r02,3,night,11,3,1
r02,4,early,12,5,2
r02,4,late,13,4,1
r02,4,night,14,2,0
r02,5,early,15,5,1
r02,5,late,16,5,2
r02,5,night,17,3,0
r02,6,early,18,5,2
r02,6,late,19,5,1
r02,6,night,20,4,1
r02,7,early,21,5,2
r02,7,late,22,3,0
r02,7,night,23,2,0
r02,8,early,24,3,1
r02,8,late,25,2,2
r02,8,night,26,2,0
r02,9,early,27,5,1
r02,9,late,28,6,2
r02,9,night,29,3,0
r02,10,early,30,3,2
r02,10,late,31,3,1
r02,10,night,32,3,0
r02,11,early,33,3,2
r02,11,late,34,1,2
r02,11,night,35,2,0
r03,0,early,0,2,2
r03,0,late,1,3,1
r03,0,night,2,1,0
r03,1,early,3,5,1
r03,1,late,4,4,2
r03,1,night,5,2,1
r03,2,early,6,5,0
r03,2,late,7,2,2
r03,2,night,8,3,0
r03,3,early,9,2,0
r03,3,late,10,2,1
r03,3,night,11,1,0
r03,4,early,12,3,2
r03,4,late,13,3,1
r03,4,night,14,3,0
r03,5,early,15,5,2
r03,5,late,16,2,2
r03,5,night,17,4,1
r03,6,early,18,2,2
r03,6,late,19,3,1
r03,6,night,20,2,0
r03,7,early,21,2,0
r03,7,late,22,1,0
r03,7,night,23,2,1
r03,8,early,24,6,1
r03,8,late,25,4,2
r03,8,night,26,3,0
r03,9,early,27,5,2
r03,9,late,28,5,2
r03,9,night,29,3,0
