nurse_id,skill_level,day,shift,global_shift,max_load
n00,2,0,late,1,5
n00,2,1,night,5,15
n00,2,2,night,8,15
n00,2,4,early,12,15
n00,2,5,early,15,15
n00,2,6,early,18,15
n00,2,7,early,21,15
n00,2,8,early,24,15
n00,2,9,night,29,15
n00,2,11,late,34,15
n00,2,12,night,38,5
n00,2,13,night,41,15
n01,0,0,late,1,10
n01,0,1,late,4,10
n01,0,2,late,7,10
n01,0,4,early,12,10
n01,0,5,early,15,10
n01,0,6,early,18,10
n01,0,7,early,21,10
n01,0,8,early,24,10
n01,0,9,late,28,10
n01,0,10,late,31,10
n01,0,11,late,34,10
n01,0,12,late,37,10
n01,0,13,late,40,10
n02,0,0,late,1,10
n02,0,1,late,4,10
n02,0,2,late,7,10
n02,0,3,late,10,10
n02,0,4,late,13,10
n02,0,5,late,16,10
n02,0,6,late,19,10
n02,0,8,early,24,10
n02,0,9,late,28,10
n02,0,10,night,32,10
n02,0,12,late,37,10
n02,0,13,night,41,10
n03,2,0,late,1,15
n03,2,1,night,5,15
n03,2,3,early,9,5
n03,2,4,early,12,15
n03,2,5,early,15,15
n03,2,6,early,18,5
n03,2,7,night,23,15
n03,2,8,night,26,5
n03,2,9,night,29,15
n03,2,11,late,34,15
n03,2,12,night,38,15
n03,2,13,night,41,15
n04,1,0,late,1,12
n04,1,1,night,5,12
n04,1,3,early,9,12
n04,1,4,early,12,12
n04,1,5,early,15,12
n04,1,6,early,18,12
n04,1,7,late,22,12
n04,1,8,night,26,12
n04,1,10,early,30,12
n04,1,11,early,33,12
n04,1,12,night,38,12
n04,1,13,night,41,12
n05,1,0,late,1,12
n05,1,1,late,4,12
n05,1,2,late,7,12
n05,1,3,night,11,12
n05,1,4,night,14,12
n05,1,5,night,17,12
n05,1,6,night,20,12
n05,1,7,night,23,12
n05,1,8,night,26,12
n05,1,10,late,31,12
n05,1,11,night,35,12
n05,1,13,late,40,12
n06,2,0,night,2,5
n06,2,1,night,5,15
n06,2,2,night,8,15
n06,2,4,night,14,15
n06,2,6,early,18,5
n06,2,7,early,21,5
n06,2,8,night,26,15
n06,2,9,night,29,15
n06,2,10,night,32,5
n06,2,12,early,36,5
n06,2,13,late,40,15
n07,0,0,late,1,10
n07,0,1,late,4,10
n07,0,2,late,7,10
n07,0,3,night,11,10
n07,0,4,night,14,10
n07,0,5,night,17,10
n07,0,7,night,23,10
n07,0,8,night,26,10
n07,0,9,night,29,10
n07,0,10,night,32,10
n07,0,11,night,35,10
n07,0,13,late,40,10
n08,1,0,late,1,12
n08,1,1,late,4,12
n08,1,2,late,7,12
n08,1,3,night,11,12
n08,1,4,night,14,12
n08,1,6,early,18,12
n08,1,7,night,23,12
n08,1,9,late,28,12
n08,1,10,late,31,12
n08,1,11,night,35,12
n08,1,13,early,39,12
n09,1,0,night,2,12
n09,1,2,early,6,12
n09,1,3,early,9,12
n09,1,4,late,13,12
n09,1,5,night,17,12
n09,1,7,early,21,12
n09,1,8,late,25,12
n09,1,9,night,29,12
n09,1,10,night,32,12
n09,1,12,early,36,12
n09,1,13,early,39,12
n10,0,0,night,2,10
n10,0,1,night,5,10
n10,0,2,night,8,10
n10,0,3,night,11,10
n10,0,4,night,14,10
n10,0,6,late,19,10
n10,0,7,late,22,10
n10,0,8,night,26,10
n10,0,10,early,30,10
n10,0,11,early,33,10
n10,0,12,early,36,10
n10,0,13,early,39,10
n11,2,0,early,0,15
n11,2,1,early,3,15
n11,2,2,late,7,15
n11,2,4,late,13,15
n11,2,5,late,16,15
n11,2,7,early,21,15
n11,2,8,early,24,15
n11,2,9,early,27,15
n11,2,10,late,31,15
n11,2,11,night,35,15
n11,2,13,early,39,5
n12,1,0,night,2,12
n12,1,2,early,6,12
n12,1,3,early,9,12
n12,1,4,early,12,12
n12,1,5,early,15,12
n12,1,6,early,18,12
n12,1,7,night,23,12
n12,1,9,early,27,12
n12,1,10,late,31,12
n12,1,11,late,34,12
n12,1,12,night,38,12
n12,1,13,night,41,12
n13,2,0,night,2,15
n13,2,2,early,6,5
n13,2,3,early,9,15
n13,2,4,late,13,15
n13,2,5,late,16,15
n13,2,6,night,20,15
n13,2,8,early,24,15
n13,2,10,early,30,15
n13,2,11,early,33,5
n13,2,12,late,37,5
n13,2,13,late,40,15
n14,2,0,night,2,15
n14,2,2,early,6,15
n14,2,3,early,9,15
n14,2,5,early,15,15
n14,2,6,early,18,5
n14,2,7,early,21,15
n14,2,9,early,27,5
n14,2,10,early,30,15
n14,2,11,early,33,15
n14,2,12,early,36,5
n14,2,13,early,39,15
n15,0,0,early,0,10
n15,0,2,early,6,10
n15,0,3,early,9,10
n15,0,4,early,12,10
n15,0,5,late,16,10
n15,0,6,late,19,10
n15,0,8,early,24,10
n15,0,9,early,27,10
n15,0,10,late,31,10
n15,0,11,late,34,10
n15,0,12,late,37,10
n16,0,1,early,3,10
n16,0,2,early,6,10
n16,0,3,night,11,10
n16,0,5,late,16,10
n16,0,6,late,19,10
n16,0,8,early,24,10
n16,0,9,late,28,10
n16,0,10,night,32,10
n16,0,11,night,35,10
n16,0,12,night,38,10
n17,0,0,early,0,10
n17,0,1,early,3,10
n17,0,2,early,6,10
n17,0,3,late,10,10
n17,0,4,late,13,10
n17,0,6,early,18,10
n17,0,7,late,22,10
n17,0,9,early,27,10
n17,0,10,early,30,10
n17,0,11,late,34,10
n17,0,12,late,37,10
n18,0,1,early,3,10
n18,0,2,late,7,10
n18,0,3,late,10,10
n18,0,4,late,13,10
n18,0,5,late,16,10
n18,0,6,night,20,10
n18,0,8,late,25,10
n18,0,10,early,30,10
n18,0,11,early,33,10
n18,0,12,late,37,10
n18,0,13,late,40,10
n19,1,0,early,0,12
n19,1,1,late,4,12
n19,1,2,night,8,12
n19,1,4,early,12,12
n19,1,5,late,16,12
n19,1,6,night,20,12
n19,1,8,late,25,12
n19,1,9,late,28,12
n19,1,10,late,31,12
n19,1,11,late,34,12
n19,1,12,late,37,12
n19,1,13,late,40,12
n20,1,0,early,0,12
n20,1,1,early,3,12
n20,1,2,early,6,12
n20,1,3,late,10,12
n20,1,5,night,17,12
n20,1,6,night,20,12
n20,1,8,late,25,12
n20,1,10,early,30,12
n20,1,12,early,36,12
n21,2,0,early,0,5
n21,2,1,late,4,5
n21,2,2,night,8,5
n21,2,3,night,11,15
n21,2,5,night,17,5
n21,2,7,late,22,15
n21,2,8,late,25,15
n21,2,10,night,32,5
n21,2,12,early,36,5
n22,1,1,early,3,12
n22,1,2,night,8,12
n22,1,5,night,17,12
n22,1,7,early,21,12
n22,1,8,late,25,12
n22,1,9,late,28,12
n22,1,10,night,32,12
n22,1,12,late,37,12
n23,0,0,early,0,10
n23,0,3,late,10,10
n23,0,4,late,13,10
n23,0,6,late,19,10
n23,0,8,late,25,10
n23,0,11,early,33,10
n23,0,12,early,36,10
n23,0,13,early,39,10
n24,1,0,early,0,12
n24,1,1,early,3,12
n24,1,3,late,10,12
n24,1,6,late,19,12
n24,1,9,early,27,12
n24,1,11,early,33,12
n24,1,12,night,38,12
n25,1,1,late,4,12
n25,1,3,late,10,12
n25,1,6,late,19,12
n25,1,7,late,22,12
n25,1,9,early,27,12
n25,1,11,early,33,12
n25,1,13,early,39,12
n26,1,3,late,10,12
n26,1,6,late,19,12
n26,1,7,late,22,12
n26,1,9,early,27,12
n26,1,12,early,36,12
n27,0,7,late,22,10
n27,0,9,late,28,10
n27,0,12,early,36,10
n27,0,13,early,39,10
n28,1,9,late,28,12
