nurse_id,skill_level,day,shift,global_shift,max_load
n000,0,0,late,1,10
n000,0,1,night,5,10
n000,0,4,early,12,10
n000,0,5,early,15,10
n000,0,6,night,20,10
n000,0,8,late,25,10
n000,0,9,late,28,10
n000,0,10,late,31,10
n000,0,12,late,37,10
n000,0,13,late,40,10
n001,1,0,night,2,12
n001,1,1,night,5,12
n001,1,2,night,8,12
n001,1,3,night,11,12
n001,1,5,early,15,12
n001,1,6,early,18,12
n001,1,7,early,21,12
n001,1,8,late,25,12
n001,1,9,late,28,12
n001,1,10,night,32,12
n001,1,12,early,36,12
n001,1,13,early,39,12
n002,1,0,late,1,12
n002,1,1,late,4,12
n002,1,2,night,8,12
n002,1,4,late,13,12
n002,1,6,night,20,12
n002,1,7,night,23,12
n002,1,9,late,28,12
n002,1,10,late,31,12
n002,1,11,late,34,12
n002,1,12,late,37,12
n002,1,13,night,41,12
n003,1,0,late,1,12
n003,1,1,night,5,12
n003,1,3,early,9,12
n003,1,4,early,12,12
n003,1,5,late,16,12
n003,1,7,early,21,12
n003,1,8,early,24,12
n003,1,9,early,27,12
n003,1,10,late,31,12
n003,1,11,late,34,12
n003,1,13,early,39,12
n004,0,0,late,1,10
n004,0,1,late,4,10
n004,0,2,night,8,10
n004,0,3,night,11,10
n004,0,4,night,14,10
n004,0,5,night,17,10
n004,0,6,night,20,10
n004,0,8,early,24,10
n004,0,9,late,28,10
n004,0,10,late,31,10
n004,0,11,late,34,10
n004,0,12,late,37,10
n004,0,13,late,40,10
n005,0,0,night,2,10
n005,0,2,late,7,10
n005,0,3,late,10,10
n005,0,4,late,13,10
n005,0,5,night,17,10
n005,0,6,night,20,10
n005,0,7,night,23,10
n005,0,9,early,27,10
n005,0,10,late,31,10
n005,0,11,late,34,10
n005,0,12,late,37,10
n006,2,0,late,1,15
n006,2,1,night,5,15
n006,2,3,early,9,15
n006,2,4,early,12,15
n006,2,5,early,15,15
n006,2,6,late,19,15
n006,2,7,late,22,15
n006,2,8,late,25,15
n006,2,9,late,28,15
n006,2,10,night,32,15
n006,2,11,night,35,15
n006,2,13,early,39,15
n007,2,0,late,1,15
n007,2,1,late,4,15
n007,2,2,late,7,15
n007,2,3,late,10,15
n007,2,4,late,13,5
n007,2,5,night,17,15
n007,2,6,night,20,5
n007,2,7,night,23,5
n007,2,8,night,26,15
n007,2,9,night,29,15
n007,2,10,night,32,15
n007,2,11,night,35,5
n007,2,13,early,39,15
n008,0,0,late,1,10
n008,0,1,night,5,10
n008,0,2,night,8,10
n008,0,3,night,11,10
n008,0,5,early,15,10
n008,0,6,early,18,10
n008,0,7,late,22,10
n008,0,8,night,26,10
n008,0,9,night,29,10
n008,0,10,night,32,10
n008,0,11,night,35,10
n008,0,12,night,38,10
n009,2,0,late,1,15
n009,2,1,night,5,15
n009,2,3,late,10,5
n009,2,4,late,13,15
n009,2,5,late,16,15
n009,2,7,late,22,5
n009,2,8,night,26,15
n009,2,9,night,29,15
n009,2,11,early,33,15
n009,2,12,early,36,5
n009,2,13,late,40,15
n010,2,0,late,1,15
n010,2,1,late,4,15
n010,2,2,night,8,15
n010,2,3,night,11,15
n010,2,4,night,14,15
n010,2,6,early,18,15
n010,2,7,early,21,5
n010,2,9,early,27,15
n010,2,10,early,30,5
n010,2,11,early,33,5
n010,2,12,early,36,15
n010,2,13,night,41,15
n011,1,0,late,1,12
n011,1,1,late,4,12
n011,1,2,late,7,12
n011,1,3,night,11,12
n011,1,4,night,14,12
n011,1,5,night,17,12
n011,1,6,night,20,12
n011,1,7,night,23,12
n011,1,8,night,26,12
n011,1,9,night,29,12
n011,1,10,night,32,12
n011,1,11,night,35,12
n011,1,12,night,38,12
n011,1,13,night,41,12
n012,2,0,night,2,15
n012,2,2,late,7,15
n012,2,3,late,10,15
n012,2,4,late,13,15
n012,2,6,early,18,5
n012,2,7,late,22,15
n012,2,8,night,26,15
n012,2,10,early,30,15
n012,2,11,late,34,15
n012,2,13,early,39,5
n013,2,0,night,2,15
n013,2,1,night,5,15
n013,2,3,early,9,5
n013,2,4,late,13,15
n013,2,5,late,16,15
n013,2,6,late,19,15
n013,2,7,late,22,15
n013,2,8,late,25,5
n013,2,9,late,28,15
n013,2,10,late,31,15
n013,2,11,night,35,15
