nurse_id,skill_level,day,shift,global_shift,max_load
n000,1,0,late,1,12
n000,1,1,late,4,12
n000,1,3,early,9,12
n000,1,5,early,15,12
n000,1,6,early,18,12
n000,1,7,late,22,12
n000,1,9,night,29,12
n000,1,10,night,32,12
n000,1,11,night,35,12
n000,1,13,late,40,12
n000,1,14,night,44,12
n000,1,16,early,48,12
n000,1,17,late,52,12
n000,1,18,night,56,12
n000,1,20,late,61,12
n000,1,21,night,65,12
n000,1,23,early,69,12
n000,1,24,late,73,12
n000,1,25,night,77,12
n000,1,26,night,80,12
n000,1,27,night,83,12
n001,2,0,early,0,15
n001,2,1,early,3,15
n001,2,2,early,6,15
n001,2,4,early,12,5
n001,2,5,early,15,5
n001,2,6,early,18,15
n001,2,7,early,21,15
n001,2,8,early,24,15
n001,2,9,early,27,15
n001,2,10,early,30,5
n001,2,11,early,33,15
n001,2,12,early,36,15
n001,2,13,early,39,15
n001,2,14,early,42,15
n001,2,15,early,45,15
n001,2,16,late,49,15
n001,2,17,late,52,15
n001,2,18,night,56,15
n001,2,20,late,61,15
n001,2,21,late,64,15
n001,2,23,early,69,15
n001,2,24,late,73,15
n001,2,26,late,79,5
n001,2,27,late,82,15
n002,0,0,late,1,10
n002,0,1,late,4,10
n002,0,2,late,7,10
n002,0,3,night,11,10
n002,0,5,early,15,10
n002,0,6,night,20,10
n002,0,8,early,24,10
n002,0,9,early,27,10
n002,0,10,early,30,10
n002,0,11,late,34,10
n002,0,13,early,39,10
n002,0,14,early,42,10
n002,0,15,early,45,10
n002,0,16,late,49,10
n002,0,17,late,52,10
n002,0,18,late,55,10
n002,0,19,late,58,10
n002,0,20,late,61,10
n002,0,21,night,65,10
n002,0,22,night,68,10
n002,0,23,night,71,10
n002,0,25,early,75,10
n002,0,26,early,78,10
n002,0,27,late,82,10
n003,2,0,late,1,15
n003,2,2,early,6,15
n003,2,3,early,9,15
n003,2,4,early,12,15
n003,2,6,early,18,15
n003,2,7,late,22,15
n003,2,8,late,25,5
n003,2,9,late,28,15
n003,2,10,late,31,15
n003,2,11,late,34,5
n003,2,12,late,37,15
n003,2,13,late,40,15
n003,2,14,night,44,15
n003,2,16,late,49,15
n003,2,17,late,52,15
n003,2,18,late,55,15
n003,2,19,night,59,15
n003,2,20,night,62,15
n003,2,21,night,65,5
n003,2,22,night,68,15
n003,2,23,night,71,15
n003,2,24,night,74,5
n003,2,25,night,77,5
n003,2,26,night,80,15
n003,2,27,night,83,15
n004,1,0,late,1,12
n004,1,1,late,4,12
n004,1,3,early,9,12
n004,1,4,late,13,12
n004,1,5,late,16,12
n004,1,7,early,21,12
n004,1,9,early,27,12
n004,1,10,late,31,12
n004,1,11,night,35,12
n004,1,12,night,38,12
n004,1,14,early,42,12
n004,1,15,early,45,12
n004,1,16,early,48,12
n004,1,17,late,52,12
n004,1,18,late,55,12
n004,1,19,night,59,12
n004,1,20,night,62,12
n004,1,22,late,67,12
n004,1,23,late,70,12
n004,1,24,late,73,12
n004,1,25,late,76,12
n004,1,26,late,79,12
n004,1,27,night,83,12
n005,0,0,night,2,10
n005,0,2,early,6,10
n005,0,3,early,9,10
n005,0,4,early,12,10
n005,0,5,early,15,10
n005,0,6,early,18,10
n005,0,7,late,22,10
n005,0,8,night,26,10
n005,0,10,early,30,10
n005,0,11,early,33,10
n005,0,12,late,37,10
n005,0,13,late,40,10
n005,0,15,late,46,10
n005,0,16,night,50,10
n005,0,18,early,54,10
n005,0,19,early,57,10
n005,0,21,early,63,10
n005,0,22,early,66,10
n005,0,23,early,69,10
n005,0,24,early,72,10
n005,0,25,late,76,10
n005,0,26,late,79,10
n005,0,27,late,82,10
n006,2,0,late,1,15
n006,2,1,night,5,15
n006,2,3,early,9,15
n006,2,4,early,12,5
n006,2,5,early,15,15
n006,2,6,early,18,15
n006,2,7,night,23,15
n006,2,9,late,28,5
n006,2,10,late,31,15
n006,2,11,night,35,5
n006,2,12,night,38,15
n006,2,14,late,43,5
n006,2,16,early,48,15
n006,2,17,early,51,15
n006,2,18,night,56,15
n006,2,19,night,59,15
n006,2,20,night,62,15
n006,2,21,night,65,15
n006,2,22,night,68,15
n006,2,24,early,72,5
n006,2,25,night,77,15
n006,2,26,night,80,15
n006,2,27,night,83,15
n007,0,0,late,1,10
n007,0,1,late,4,10
n007,0,2,late,7,10
n007,0,3,night,11,10
n007,0,5,early,15,10
n007,0,6,early,18,10
n007,0,7,early,21,10
