nurse_id,skill_level,day,shift,global_shift,max_load
n000,0,0,night,2,10
n000,0,1,night,5,10
n000,0,3,late,10,10
n000,0,4,late,13,10
n000,0,5,late,16,10
n000,0,6,late,19,10
n000,0,7,late,22,10
n000,0,8,night,26,10
n000,0,9,night,29,10
n000,0,11,early,33,10
n000,0,12,early,36,10
n000,0,13,late,40,10
n000,0,14,late,43,10
n000,0,15,late,46,10
n000,0,17,night,53,10
n000,0,18,night,56,10
n000,0,20,late,61,10
n000,0,21,night,65,10
n000,0,23,early,69,10
n000,0,24,early,72,10
n000,0,25,late,76,10
n000,0,26,night,80,10
n000,0,27,night,83,10
n001,2,0,night,2,15
n001,2,1,night,5,5
n001,2,3,early,9,15
n001,2,4,early,12,15
n001,2,5,early,15,15
n001,2,6,early,18,15
n001,2,8,early,24,15
n001,2,9,late,28,15
n001,2,10,night,32,5
n001,2,12,early,36,15
n001,2,13,late,40,5
n001,2,14,late,43,5
n001,2,15,night,47,15
n001,2,16,night,50,5
n001,2,17,night,53,15
n001,2,18,night,56,5
n001,2,20,night,62,15
n001,2,21,night,65,15
n001,2,23,early,69,15
n001,2,24,night,74,15
n001,2,25,night,77,15
n001,2,27,early,81,15
n002,2,0,night,2,15
n002,2,2,early,6,15
n002,2,3,early,9,5
n002,2,4,late,13,15
n002,2,5,night,17,15
n002,2,6,night,20,15
n002,2,7,night,23,15
n002,2,9,early,27,15
n002,2,10,early,30,15
n002,2,11,night,35,15
n002,2,12,night,38,15
n002,2,13,night,41,15
n002,2,15,early,45,15
n002,2,16,night,50,15
n002,2,17,night,53,15
n002,2,18,night,56,15
n002,2,19,night,59,15
n002,2,21,late,64,15
n002,2,22,late,67,5
n002,2,23,late,70,15
n002,2,24,late,73,15
n002,2,25,late,76,5
n002,2,26,late,79,5
n002,2,27,late,82,15
n003,2,0,late,1,5
n003,2,1,night,5,15
n003,2,3,night,11,15
n003,2,4,night,14,15
n003,2,5,night,17,5
n003,2,6,night,20,5
n003,2,7,night,23,5
n003,2,8,night,26,5
n003,2,9,night,29,5
n003,2,10,night,32,15
n003,2,12,early,36,15
n003,2,13,early,39,15
n003,2,14,early,42,15
n003,2,15,night,47,5
n003,2,17,early,51,15
n003,2,18,early,54,15
n003,2,19,late,58,5
n003,2,20,late,61,5
n003,2,21,late,64,15
n003,2,22,late,67,5
n003,2,23,late,70,15
n003,2,24,night,74,15
n003,2,25,night,77,5
n003,2,26,night,80,15
n003,2,27,night,83,15
n004,1,0,late,1,12
n004,1,1,night,5,12
n004,1,3,late,10,12
n004,1,4,late,13,12
n004,1,5,late,16,12
n004,1,6,night,20,12
n004,1,8,early,24,12
n004,1,9,early,27,12
n004,1,10,early,30,12
n004,1,11,late,34,12
n004,1,12,late,37,12
n004,1,13,night,41,12
n004,1,14,night,44,12
n004,1,15,night,47,12
n004,1,17,late,52,12
n004,1,18,late,55,12
n004,1,20,late,61,12
n004,1,22,early,66,12
n004,1,23,early,69,12
n004,1,24,early,72,12
n004,1,26,early,78,12
n004,1,27,early,81,12
n005,2,0,late,1,15
n005,2,1,late,4,5
n005,2,2,late,7,15
n005,2,3,night,11,15
n005,2,5,early,15,15
n005,2,6,early,18,5
n005,2,7,early,21,15
n005,2,8,late,25,15
n005,2,9,late,28,15
n005,2,10,late,31,5
n005,2,11,night,35,15
n005,2,12,night,38,15
n005,2,13,night,41,15
n005,2,14,night,44,15
n005,2,15,night,47,15
n005,2,17,early,51,15
n005,2,18,early,54,15
n005,2,19,late,58,15
n005,2,20,late,61,15
n005,2,21,night,65,15
n005,2,22,night,68,5
n005,2,24,early,72,15
n005,2,25,early,75,5
n005,2,26,early,78,15
n005,2,27,early,81,5
n006,0,0,night,2,10
n006,0,2,early,6,10
n006,0,3,early,9,10
n006,0,4,early,12,10
n006,0,5,early,15,10
n006,0,6,early,18,10
n006,0,7,early,21,10
n006,0,8,early,24,10
n006,0,9,late,28,10
n006,0,11,late,34,10
n006,0,12,night,38,10
n006,0,13,night,41,10
n006,0,14,night,44,10
n006,0,15,night,47,10
n006,0,16,night,50,10
n006,0,18,late,55,10
n006,0,19,late,58,10
n006,0,20,night,62,10
n006,0,22,night,68,10
n006,0,24,late,73,10
n006,0,25,late,76,10
n006,0,26,late,79,10
n006,0,27,night,83,10
n007,1,0,late,1,12
n007,1,1,late,4,12
n007,1,3,early,9,12
n007,1,4,early,12,12
n007,1,5,early,15,12
n007,1,6,early,18,12
n007,1,7,late,22,12
n007,1,8,night,26,12
n007,1,9,night,29,12
n007,1,10,night,32,12
n007,1,11,night,35,12
n007,1,12,night,38,12
n007,1,14,night,44,12
n007,1,16,early,48,12
n007,1,17,early,51,12
n007,1,18,early,54,12
n007,1,19,early,57,12
n007,1,20,early,60,12
n007,1,21,early,63,12
n007,1,22,early,66,12
n007,1,23,early,69,12
n007,1,25,night,77,12
n007,1,26,night,80,12
n007,1,27,night,83,12
n008,0,0,night,2,10
n008,0,1,night,5,10
n008,0,2,night,8,10
n008,0,3,night,11,10
n008,0,5,early,15,10
n008,0,6,early,18,10
n008,0,8,late,25,10
n008,0,9,night,29,10
n008,0,11,early,33,10
n008,0,12,late,37,10
n008,0,13,late,40,10
n008,0,14,late,43,10
n008,0,15,night,47,10
n008,0,17,early,51,10
n008,0,18,early,54,10
n008,0,19,early,57,10
n008,0,20,early,60,10
n008,0,21,late,64,10
n008,0,22,late,67,10
n008,0,24,early,72,10
n008,0,25,early,75,10
n008,0,26,early,78,10
n008,0,27,night,83,10
n009,2,0,late,1,5
n009,2,1,late,4,15
n009,2,2,night,8,15
n009,2,3,night,11,15
n009,2,4,night,14,5
n009,2,5,night,17,15
n009,2,7,early,21,15
n009,2,8,early,24,15
n009,2,9,early,27,15
n009,2,10,late,31,15
n009,2,11,late,34,15
n009,2,12,night,38,15
n009,2,14,late,43,15
n009,2,15,late,46,15
n009,2,17,early,51,15
n009,2,18,late,55,15
n009,2,19,late,58,15
n009,2,20,late,61,15
n009,2,21,late,64,15
n009,2,22,late,67,15
n009,2,23,night,71,15
n009,2,25,early,75,15
n009,2,26,late,79,15
n009,2,27,night,83,15
n010,0,0,night,2,10
n010,0,2,night,8,10
n010,0,4,early,12,10
n010,0,5,early,15,10
n010,0,6,late,19,10
n010,0,7,late,22,10
n010,0,8,late,25,10
n010,0,9,late,28,10
n010,0,10,late,31,10
n010,0,11,late,34,10
n010,0,12,late,37,10
n010,0,13,late,40,10
n010,0,14,late,43,10
n010,0,16,early,48,10
n010,0,17,early,51,10
n010,0,18,early,54,10
n010,0,19,early,57,10
n010,0,20,early,60,10
n010,0,22,late,67,10
n010,0,23,late,70,10
n010,0,24,late,73,10
n010,0,25,late,76,10
n010,0,26,late,79,10
n011,2,0,late,1,15
n011,2,1,late,4,15
n011,2,3,early,9,15
n011,2,4,early,12,15
n011,2,5,late,16,15
n011,2,6,night,20,5
n011,2,7,night,23,15
n011,2,8,night,26,15
n011,2,9,night,29,15
n011,2,10,night,32,5
n011,2,11,night,35,5
n011,2,13,early,39,15
n011,2,14,night,44,15
n011,2,16,early,48,15
n011,2,17,late,52,15
n011,2,18,late,55,15
n011,2,19,night,59,5
n011,2,20,night,62,5
n011,2,21,night,65,15
n011,2,22,night,68,15
n011,2,23,night,71,15
n011,2,24,night,74,5
n011,2,26,early,78,15
n011,2,27,late,82,15
n012,2,0,late,1,15
n012,2,1,late,4,15
n012,2,2,late,7,15
n012,2,3,late,10,15
n012,2,4,night,14,15
n012,2,5,night,17,15
n012,2,6,night,20,15
n012,2,7,night,23,15
n012,2,9,early,27,15
n012,2,10,late,31,5
