nurse_id,skill_level,day,shift,global_shift,max_load
n000,1,0,late,1,12
n000,1,1,night,5,12
n000,1,3,early,9,12
n000,1,4,early,12,12
n000,1,5,early,15,12
n000,1,6,early,18,12
n000,1,7,early,21,12
n000,1,8,early,24,12
n000,1,9,late,28,12
n000,1,10,late,31,12
n000,1,12,early,36,12
n000,1,13,early,39,12
n001,2,0,late,1,15
n001,2,1,late,4,15
n001,2,2,late,7,5
n001,2,3,late,10,15
n001,2,4,late,13,15
n001,2,5,late,16,15
n001,2,6,night,20,5
n001,2,7,night,23,15
n001,2,9,late,28,15
n001,2,10,night,32,15
n001,2,11,night,35,15
n001,2,12,night,38,15
n001,2,13,night,41,15
n002,2,0,early,0,15
n002,2,1,early,3,15
n002,2,2,early,6,15
n002,2,3,early,9,15
n002,2,4,night,14,15
n002,2,5,night,17,5
n002,2,6,night,20,5
n002,2,7,night,23,15
n002,2,9,early,27,15
n002,2,10,early,30,15
n002,2,11,early,33,15
n002,2,13,early,39,15
n003,1,0,late,1,12
n003,1,1,night,5,12
n003,1,2,night,8,12
n003,1,3,night,11,12
n003,1,5,early,15,12
n003,1,6,early,18,12
n003,1,7,night,23,12
n003,1,8,night,26,12
n003,1,9,night,29,12
n003,1,11,early,33,12
n003,1,12,late,37,12
n003,1,13,late,40,12
n004,1,0,night,2,12
n004,1,2,early,6,12
n004,1,3,early,9,12
n004,1,4,early,12,12
n004,1,5,early,15,12
n004,1,6,late,19,12
n004,1,7,night,23,12
n004,1,8,night,26,12
n004,1,9,night,29,12
n004,1,10,night,32,12
n004,1,11,night,35,12
n004,1,12,night,38,12
n004,1,13,night,41,12
n005,0,0,late,1,10
n005,0,1,late,4,10
n005,0,2,late,7,10
n005,0,3,late,10,10
n005,0,5,early,15,10
n005,0,6,late,19,10
n005,0,7,night,23,10
n005,0,8,night,26,10
n005,0,9,night,29,10
n005,0,10,night,32,10
n005,0,11,night,35,10
n005,0,12,night,38,10
n005,0,13,night,41,10
n006,1,0,night,2,12
n006,1,2,early,6,12
n006,1,3,late,10,12
n006,1,4,late,13,12
n006,1,5,late,16,12
n006,1,6,night,20,12
n006,1,7,night,23,12
n006,1,8,night,26,12
n006,1,11,early,33,12
n006,1,12,night,38,12
n007,0,1,early,3,10
n007,0,2,late,7,10
n007,0,3,late,10,10
n007,0,4,late,13,10
n007,0,5,night,17,10
n007,0,6,night,20,10
n007,0,8,early,24,10
n007,0,9,early,27,10
n007,0,11,early,33,10
n007,0,12,early,36,10
n007,0,13,early,39,10
n008,2,1,early,3,15
n008,2,2,early,6,5
n008,2,3,night,11,5
n008,2,5,early,15,15
n008,2,6,late,19,15
n008,2,8,early,24,15
n008,2,9,early,27,15
n008,2,10,early,30,5
n008,2,11,early,33,15
n008,2,12,early,36,15
n008,2,13,early,39,5
n009,2,0,night,2,15
n009,2,1,night,5,5
n009,2,2,night,8,5
n009,2,3,night,11,15
n009,2,4,night,14,15
n009,2,5,night,17,15
n009,2,6,night,20,15
n009,2,8,early,24,15
n009,2,9,early,27,15
n009,2,10,early,30,5
n009,2,11,early,33,15
n009,2,12,early,36,15
n009,2,13,early,39,15
n010,0,0,early,0,10
n010,0,1,late,4,10
n010,0,2,late,7,10
n010,0,3,night,11,10
n010,0,5,early,15,10
n010,0,6,late,19,10
n010,0,7,late,22,10
n010,0,8,night,26,10
n010,0,10,early,30,10
n010,0,11,early,33,10
n010,0,12,night,38,10
n010,0,13,night,41,10
n011,2,0,early,0,15
n011,2,1,early,3,5
n011,2,2,early,6,5
n011,2,3,early,9,15
n011,2,4,night,14,15
n011,2,6,late,19,5
n011,2,7,late,22,5
n011,2,8,late,25,15
n011,2,10,early,30,15
n011,2,11,late,34,15
n011,2,13,late,40,15
n012,2,0,late,1,5
n012,2,1,late,4,5
n012,2,2,night,8,15
n012,2,4,early,12,15
n012,2,5,early,15,15
n012,2,6,late,19,15
n012,2,8,early,24,15
n012,2,9,early,27,15
n012,2,10,early,30,15
n012,2,11,late,34,5
n012,2,12,late,37,15
n012,2,13,late,40,15
n013,1,0,late,1,12
n013,1,1,night,5,12
n013,1,3,early,9,12
n013,1,4,early,12,12
n013,1,5,late,16,12
n013,1,6,night,20,12
n013,1,8,early,24,12
n013,1,9,night,29,12
n013,1,11,early,33,12
n013,1,12,late,37,12
n013,1,13,late,40,12
n014,0,0,late,1,10
n014,0,2,early,6,10
n014,0,3,early,9,10
n014,0,4,early,12,10
n014,0,5,night,17,10
n014,0,6,night,20,10
n014,0,8,early,24,10
n014,0,9,early,27,10
n014,0,10,early,30,10
n014,0,11,late,34,10
n014,0,12,night,38,10
n014,0,13,night,41,10
n015,0,0,late,1,10
n015,0,1,night,5,10
n015,0,3,late,10,10
n015,0,4,late,13,10
n015,0,5,late,16,10
n015,0,6,late,19,10
n015,0,8,night,26,10
n015,0,10,early,30,10
n015,0,11,late,34,10
n015,0,13,early,39,10
n016,1,0,late,1,12
n016,1,1,night,5,12
n016,1,3,early,9,12
n016,1,4,late,13,12
n016,1,5,night,17,12
n016,1,7,early,21,12
n016,1,8,early,24,12
n016,1,9,early,27,12
n016,1,10,late,31,12
n016,1,11,night,35,12
n016,1,13,early,39,12
n017,0,0,night,2,10
n017,0,3,late,10,10
n017,0,4,late,13,10
n017,0,5,night,17,10
n017,0,7,early,21,10
n017,0,8,late,25,10
n017,0,9,late,28,10
n017,0,10,late,31,10
n017,0,11,late,34,10
n017,0,13,early,39,10
n018,0,0,night,2,10
n018,0,2,early,6,10
n018,0,3,late,10,10
n018,0,4,late,13,10
n018,0,5,late,16,10
n018,0,7,early,21,10
n018,0,8,late,25,10
n018,0,9,night,29,10
n018,0,11,night,35,10
n018,0,13,early,39,10
n019,0,0,night,2,10
n019,0,1,night,5,10
n019,0,3,early,9,10
n019,0,4,early,12,10
n019,0,6,early,18,10
n019,0,8,late,25,10
n019,0,9,late,28,10
n019,0,10,late,31,10
n019,0,11,late,34,10
n019,0,12,late,37,10
n019,0,13,night,41,10
n020,0,1,early,3,10
n020,0,2,early,6,10
n020,0,3,late,10,10
n020,0,4,late,13,10
n020,0,7,early,21,10
n020,0,8,late,25,10
n020,0,9,late,28,10
n020,0,10,night,32,10
n020,0,11,night,35,10
n020,0,13,late,40,10
n021,2,0,early,0,5
n021,2,1,early,3,5
n021,2,2,early,6,15
n021,2,3,late,10,5
n021,2,4,late,13,15
n021,2,5,night,17,15
n021,2,7,late,22,5
n021,2,9,late,28,15
n021,2,10,late,31,15
n021,2,12,early,36,15
n021,2,13,late,40,15
n022,2,0,early,0,15
n022,2,1,early,3,5
n022,2,2,late,7,5
n022,2,3,night,11,15
n022,2,5,early,15,15
n022,2,6,early,18,5
n022,2,7,early,21,15
n022,2,8,late,25,5
n022,2,9,late,28,5
n022,2,10,late,31,15
n022,2,12,early,36,15
n022,2,13,late,40,15
n023,1,1,early,3,12
n023,1,2,late,7,12
n023,1,3,night,11,12
n023,1,4,night,14,12
n023,1,6,early,18,12
n023,1,7,late,22,12
n023,1,8,late,25,12
n023,1,9,late,28,12
n023,1,10,late,31,12
n023,1,11,late,34,12
n023,1,13,night,41,12
n024,1,0,early,0,12
n024,1,1,early,3,12
n024,1,2,late,7,12
n024,1,4,early,12,12
n024,1,5,late,16,12
n024,1,7,early,21,12
n024,1,8,late,25,12
n024,1,9,late,28,12
n024,1,10,night,32,12
n024,1,12,early,36,12
n025,0,0,early,0,10
n025,0,1,early,3,10
n025,0,2,late,7,10
n025,0,4,early,12,10
n025,0,5,late,16,10
n025,0,6,late,19,10
n025,0,8,late,25,10
n025,0,10,early,30,10
n025,0,11,late,34,10
n025,0,12,late,37,10
n026,1,0,early,0,12
n026,1,1,late,4,12
n026,1,2,night,8,12
n026,1,4,night,14,12
n026,1,6,early,18,12
n026,1,7,early,21,12
n026,1,8,night,26,12
n026,1,9,night,29,12
n026,1,10,night,32,12
n026,1,12,late,37,12
n027,1,1,late,4,12
n027,1,2,late,7,12
n027,1,5,late,16,12
n027,1,6,late,19,12
n027,1,7,late,22,12
n027,1,10,late,31,12
n027,1,11,late,34,12
n027,1,12,late,37,12
n028,0,2,late,7,10
n028,0,6,early,18,10
n028,0,7,late,22,10
n028,0,12,late,37,10
n029,2,1,late,4,15
n029,2,2,night,8,15
n029,2,6,early,18,15
n029,2,7,late,22,15
n030,2,1,late,4,15
n030,2,2,night,8,15
n030,2,6,early,18,15
n030,2,7,late,22,5
n031,1,7,late,22,12
n032,0,7,late,22,10
