nurse_id,skill_level,day,shift,global_shift,max_load
n000,2,0,late,1,15
n000,2,1,late,4,15
n000,2,2,night,8,15
n000,2,4,late,13,5
n000,2,5,night,17,15
n000,2,7,early,21,15
n000,2,8,early,24,5
n000,2,9,early,27,5
n000,2,10,early,30,15
n000,2,11,early,33,15
n000,2,12,late,37,15
n000,2,13,late,40,15
n000,2,14,night,44,5
n000,2,15,night,47,15
n000,2,16,night,50,15
n000,2,17,night,53,15
n000,2,19,night,59,5
n000,2,21,late,64,15
n000,2,22,late,67,15
n000,2,23,late,70,15
n000,2,24,late,73,15
n000,2,25,late,76,5
n000,2,26,night,80,15
n001,1,0,late,1,12
n001,1,1,night,5,12
n001,1,2,night,8,12
n001,1,4,late,13,12
n001,1,5,late,16,12
n001,1,6,night,20,12
n001,1,7,night,23,12
n001,1,9,night,29,12
n001,1,10,night,32,12
n001,1,12,early,36,12
n001,1,13,early,39,12
n001,1,14,early,42,12
n001,1,15,night,47,12
n001,1,17,night,53,12
n001,1,19,late,58,12
n001,1,20,late,61,12
n001,1,21,late,64,12
n001,1,23,late,70,12
n001,1,24,late,73,12
n001,1,25,night,77,12
n001,1,27,early,81,12
n002,0,0,late,1,10
n002,0,1,night,5,10
n002,0,2,night,8,10
n002,0,3,night,11,10
n002,0,5,early,15,10
n002,0,6,late,19,10
n002,0,8,early,24,10
n002,0,9,early,27,10
n002,0,10,early,30,10
n002,0,11,late,34,10
n002,0,12,late,37,10
n002,0,13,night,41,10
n002,0,15,night,47,10
n002,0,17,early,51,10
n002,0,18,early,54,10
n002,0,19,early,57,10
n002,0,20,early,60,10
n002,0,22,late,67,10
n002,0,23,late,70,10
n002,0,24,late,73,10
n002,0,25,late,76,10
n002,0,26,late,79,10
n002,0,27,night,83,10
n003,2,0,late,1,5
n003,2,1,late,4,15
n003,2,2,late,7,5
n003,2,4,early,12,15
n003,2,5,early,15,15
n003,2,6,late,19,15
n003,2,8,late,25,15
n003,2,10,early,30,5
n003,2,11,early,33,15
n003,2,12,early,36,5
n003,2,13,early,39,15
n003,2,14,late,43,15
n003,2,15,late,46,15
n003,2,16,night,50,15
n003,2,17,night,53,15
n003,2,19,early,57,15
n003,2,20,early,60,15
n003,2,22,early,66,5
n003,2,23,late,70,15
n003,2,25,early,75,15
n003,2,26,early,78,15
n003,2,27,early,81,15
n004,1,0,late,1,12
n004,1,1,night,5,12
n004,1,2,night,8,12
n004,1,3,night,11,12
n004,1,4,night,14,12
n004,1,5,night,17,12
n004,1,7,late,22,12
n004,1,8,late,25,12
n004,1,9,late,28,12
n004,1,10,night,32,12
n004,1,11,night,35,12
n004,1,12,night,38,12
n004,1,14,early,42,12
n004,1,15,early,45,12
n004,1,16,early,48,12
n004,1,17,early,51,12
n004,1,18,early,54,12
n004,1,19,early,57,12
n004,1,20,late,61,12
n004,1,22,late,67,12
n004,1,23,late,70,12
n004,1,25,early,75,12
n004,1,26,early,78,12
n004,1,27,early,81,12
n005,0,0,early,0,10
n005,0,1,late,4,10
n005,0,2,late,7,10
n005,0,3,night,11,10
n005,0,5,night,17,10
n005,0,7,early,21,10
n005,0,8,early,24,10
n005,0,9,late,28,10
n005,0,10,night,32,10
n005,0,12,early,36,10
n005,0,13,late,40,10
n005,0,15,late,46,10
n005,0,16,late,49,10
n005,0,18,early,54,10
n005,0,19,early,57,10
n005,0,20,late,61,10
n005,0,21,late,64,10
n005,0,22,late,67,10
n005,0,23,night,71,10
n005,0,24,night,74,10
n005,0,26,night,80,10
n005,0,27,night,83,10
n006,2,0,early,0,15
n006,2,1,early,3,15
n006,2,2,late,7,15
n006,2,3,late,10,15
n006,2,4,late,13,15
n006,2,6,early,18,15
n006,2,8,early,24,15
n006,2,9,late,28,15
n006,2,10,night,32,15
n006,2,11,night,35,15
n006,2,12,night,38,15
n006,2,13,night,41,15
n006,2,14,night,44,15
n006,2,15,night,47,5
n006,2,16,night,50,5
n006,2,17,night,53,15
n006,2,18,night,56,15
n006,2,20,early,60,15
n006,2,21,early,63,15
n006,2,22,early,66,15
n006,2,23,early,69,5
n006,2,24,night,74,15
n006,2,26,early,78,15
n006,2,27,early,81,15
n007,1,0,night,2,12
n007,1,2,early,6,12
n007,1,3,early,9,12
n007,1,4,late,13,12
n007,1,5,late,16,12
n007,1,6,late,19,12
n007,1,7,night,23,12
n007,1,9,late,28,12
n007,1,10,late,31,12
n007,1,11,late,34,12
n007,1,12,night,38,12
n007,1,14,night,44,12
n007,1,15,night,47,12
n007,1,16,night,50,12
n007,1,18,early,54,12
n007,1,19,early,57,12
n007,1,20,early,60,12
n007,1,21,early,63,12
n007,1,22,late,67,12
n007,1,23,late,70,12
n007,1,24,late,73,12
n007,1,25,late,76,12
n007,1,26,late,79,12
n007,1,27,late,82,12
n008,1,0,night,2,12
n008,1,1,night,5,12
n008,1,2,night,8,12
n008,1,4,early,12,12
n008,1,5,early,15,12
n008,1,6,late,19,12
n008,1,7,night,23,12
n008,1,9,early,27,12
n008,1,10,late,31,12
n008,1,11,late,34,12
n008,1,12,late,37,12
n008,1,13,late,40,12
n008,1,14,late,43,12
n008,1,15,late,46,12
n008,1,16,late,49,12
n008,1,17,late,52,12
n008,1,18,night,56,12
n008,1,19,night,59,12
n008,1,21,late,64,12
n008,1,22,late,67,12
n008,1,23,late,70,12
n008,1,24,late,73,12
n008,1,25,late,76,12
n008,1,26,late,79,12
n008,1,27,late,82,12
n009,2,0,late,1,15
n009,2,1,late,4,5
n009,2,2,late,7,15
n009,2,3,late,10,15
n009,2,4,night,14,15
n009,2,5,night,17,15
n009,2,7,early,21,15
n009,2,8,early,24,15
n009,2,9,late,28,15
n009,2,10,late,31,15
n009,2,11,night,35,15
n009,2,13,late,40,15
n009,2,14,night,44,5
n009,2,15,night,47,15
n009,2,16,night,50,15
n009,2,18,late,55,15
n009,2,19,night,59,15
n009,2,21,late,64,15
n009,2,22,late,67,5
n009,2,24,early,72,15
n009,2,25,early,75,15
n009,2,26,late,79,5
n009,2,27,night,83,5
n010,0,0,night,2,10
n010,0,2,early,6,10
n010,0,3,early,9,10
n010,0,4,night,14,10
n010,0,5,night,17,10
n010,0,6,night,20,10
n010,0,7,night,23,10
n010,0,9,early,27,10
n010,0,10,early,30,10
n010,0,11,early,33,10
n010,0,12,early,36,10
n010,0,13,early,39,10
n010,0,14,early,42,10
n010,0,15,early,45,10
n010,0,16,early,48,10
n010,0,18,early,54,10
n010,0,19,early,57,10
n010,0,20,early,60,10
n010,0,21,early,63,10
n010,0,22,early,66,10
n010,0,23,late,70,10
n010,0,24,night,74,10
n010,0,25,night,77,10
n010,0,27,early,81,10
n011,0,0,late,1,10
n011,0,1,late,4,10
n011,0,2,late,7,10
n011,0,3,night,11,10
n011,0,4,night,14,10
n011,0,5,night,17,10
n011,0,7,early,21,10
n011,0,8,early,24,10
n011,0,9,late,28,10
n011,0,10,night,32,10
n011,0,12,early,36,10
n011,0,13,early,39,10
n011,0,14,early,42,10
n011,0,15,early,45,10
n011,0,16,night,50,10
n011,0,17,night,53,10
n011,0,19,early,57,10
n011,0,20,early,60,10
n011,0,21,early,63,10
n011,0,22,early,66,10
n011,0,23,early,69,10
n011,0,24,early,72,10
n011,0,25,early,75,10
n011,0,27,early,81,10
n012,1,0,late,1,12
n012,1,1,late,4,12
n012,1,3,early,9,12
n012,1,4,early,12,12
n012,1,5,early,15,12
n012,1,6,early,18,12
n012,1,7,late,22,12
n012,1,9,early,27,12
n012,1,10,early,30,12
n012,1,11,early,33,12
n012,1,12,night,38,12
n012,1,13,night,41,12
n012,1,14,night,44,12
n012,1,16,early,48,12
n012,1,17,early,51,12
n012,1,18,night,56,12
n012,1,19,night,59,12
n012,1,20,night,62,12
n012,1,22,early,66,12
n012,1,23,night,71,12
n012,1,25,night,77,12
n012,1,26,night,80,12
n012,1,27,night,83,12
n013,1,0,night,2,12
n013,1,2,early,6,12
n013,1,3,early,9,12
n013,1,4,late,13,12
n013,1,5,late,16,12
n013,1,6,late,19,12
n013,1,7,late,22,12
n013,1,8,late,25,12
n013,1,9,late,28,12
n013,1,10,late,31,12
n013,1,11,late,34,12
n013,1,12,night,38,12
n013,1,13,night,41,12
