nurse_id,skill_level,day,shift,global_shift,max_load
n000,0,0,late,1,10
n000,0,1,night,5,10
n000,0,2,night,8,10
n000,0,4,late,13,10
n000,0,6,early,18,10
n000,0,7,late,22,10
n000,0,9,early,27,10
n000,0,10,early,30,10
n000,0,11,early,33,10
n000,0,12,late,37,10
n000,0,13,late,40,10
n001,1,0,night,2,12
n001,1,2,late,7,12
n001,1,4,early,12,12
n001,1,5,early,15,12
n001,1,6,early,18,12
n001,1,7,late,22,12
n001,1,9,early,27,12
n001,1,10,early,30,12
n001,1,11,early,33,12
n001,1,12,late,37,12
n001,1,13,late,40,12
n002,0,0,late,1,10
n002,0,1,night,5,10
n002,0,3,late,10,10
n002,0,4,late,13,10
n002,0,5,night,17,10
n002,0,7,early,21,10
n002,0,8,early,24,10
n002,0,10,early,30,10
n002,0,12,early,36,10
n002,0,13,early,39,10
n003,2,0,night,2,5
n003,2,1,night,5,5
n003,2,3,early,9,15
n003,2,4,early,12,15
n003,2,5,early,15,15
n003,2,6,early,18,15
n003,2,7,early,21,5
n003,2,8,late,25,15
n003,2,9,late,28,15
n003,2,11,early,33,15
n003,2,12,early,36,15
n003,2,13,night,41,15
n004,1,0,night,2,12
n004,1,2,early,6,12
n004,1,3,early,9,12
n004,1,4,late,13,12
n004,1,5,late,16,12
n004,1,6,late,19,12
n004,1,7,night,23,12
n004,1,8,night,26,12
n004,1,9,night,29,12
n004,1,11,late,34,12
n004,1,12,late,37,12
n004,1,13,late,40,12
n005,1,0,late,1,12
n005,1,1,night,5,12
n005,1,3,late,10,12
n005,1,4,late,13,12
n005,1,5,late,16,12
n005,1,6,night,20,12
n005,1,7,night,23,12
n005,1,8,night,26,12
n005,1,9,night,29,12
n005,1,10,night,32,12
n005,1,11,night,35,12
n005,1,12,night,38,12
n005,1,13,night,41,12
n006,2,0,late,1,15
n006,2,1,late,4,15
n006,2,3,early,9,15
n006,2,4,late,13,15
n006,2,5,late,16,5
n006,2,6,late,19,15
n006,2,8,early,24,5
n006,2,9,early,27,5
n006,2,10,early,30,15
n006,2,11,early,33,5
n006,2,12,early,36,15
n006,2,13,late,40,5
n007,2,0,late,1,5
n007,2,1,night,5,15
n007,2,2,night,8,15
n007,2,4,early,12,15
n007,2,5,late,16,15
n007,2,6,late,19,15
n007,2,7,late,22,15
n007,2,8,night,26,15
n007,2,10,late,31,15
n007,2,11,night,35,15
n007,2,13,late,40,15
n008,2,0,night,2,15
n008,2,2,night,8,15
n008,2,3,night,11,15
n008,2,4,night,14,15
n008,2,5,night,17,15
n008,2,6,night,20,15
n008,2,7,night,23,15
n008,2,8,night,26,15
n008,2,10,late,31,15
n008,2,12,late,37,15
n008,2,13,late,40,15
n009,1,0,late,1,12
n009,1,1,late,4,12
n009,1,2,night,8,12
n009,1,3,night,11,12
n009,1,5,early,15,12
n009,1,6,late,19,12
n009,1,7,late,22,12
n009,1,9,early,27,12
n009,1,10,early,30,12
n009,1,11,late,34,12
n009,1,12,late,37,12
n009,1,13,night,41,12
n010,0,0,night,2,10
n010,0,2,early,6,10
n010,0,3,early,9,10
n010,0,4,early,12,10
n010,0,5,early,15,10
n010,0,7,early,21,10
n010,0,8,early,24,10
n010,0,9,early,27,10
n010,0,10,late,31,10
n010,0,11,night,35,10
n010,0,13,night,41,10
n011,0,1,early,3,10
n011,0,2,early,6,10
n011,0,4,early,12,10
n011,0,5,early,15,10
n011,0,6,late,19,10
n011,0,7,late,22,10
n011,0,8,late,25,10
n011,0,9,late,28,10
n011,0,11,late,34,10
n011,0,13,early,39,10
n012,2,0,early,0,15
n012,2,1,early,3,5
n012,2,2,early,6,15
n012,2,3,late,10,15
n012,2,4,late,13,15
n012,2,5,late,16,15
n012,2,7,early,21,15
n012,2,8,late,25,15
n012,2,10,early,30,5
n012,2,11,early,33,5
n012,2,12,early,36,15
n013,2,1,early,3,15
n013,2,2,late,7,15
n013,2,4,night,14,15
n013,2,6,early,18,5
n013,2,7,early,21,15
n013,2,8,late,25,15
n013,2,9,night,29,15
n013,2,10,night,32,15
n013,2,11,night,35,15
n013,2,12,night,38,15
n014,1,0,early,0,12
n014,1,1,early,3,12
n014,1,2,early,6,12
n014,1,3,early,9,12
n014,1,4,night,14,12
n014,1,5,night,17,12
