room_id,day,shift,global_shift,total_room_workload,max_skill_required
r0,0,early,0,10,2
r0,0,late,1,9,2
r0,0,night,2,4,0
r0,1,early,3,8,2
r0,1,late,4,10,2
r0,1,night,5,4,1
r0,2,early,6,10,2
r0,2,late,7,10,2
r0,2,night,8,6,1
r0,3,early,9,9,2
r0,3,late,10,8,2
r0,3,night,11,5,1
r0,4,early,12,9,2
r0,4,late,13,5,2
r0,4,night,14,6,0
r0,5,early,15,6,1
r0,5,late,16,9,1
r0,5,night,17,5,1
r0,6,early,18,10,2
r0,6,late,19,9,2
r0,6,night,20,5,1
r0,7,early,21,7,2
r0,7,late,22,9,2
r0,7,night,23,5,0
r0,8,early,24,10,1
r0,8,late,25,7,2
r0,8,night,26,5,1
r0,9,early,27,10,2
r0,9,late,28,7,2
r0,9,night,29,7,0
r0,10,early,30,9,2
r0,10,late,31,11,2
r0,10,night,32,6,1
r0,11,early,33,9,2
r0,11,late,34,9,2
r0,11,night,35,6,1
r0,12,early,36,6,1
r0,12,late,37,8,1
r0,12,night,38,5,1
r0,13,early,39,4,2
r0,13,late,40,3,2
r0,13,night,41,2,0
r1,0,early,0,7,2
r1,0,late,1,6,2
r1,0,night,2,4,1
r1,1,early,3,9,2
r1,1,late,4,9,1
r1,1,night,5,7,1
r1,2,early,6,9,2
r1,2,late,7,9,1
r1,2,night,8,5,1
r1,3,early,9,9,2
r1,3,late,10,8,1
r1,3,night,11,6,1
r1,4,early,12,10,1
r1,4,late,13,11,2
r1,4,night,14,6,1
r1,5,early,15,8,2
r1,5,late,16,9,2
r1,5,night,17,7,1
r1,6,early,18,10,2
r1,6,late,19,9,1
r1,6,night,20,6,0
r1,7,early,21,8,2
r1,7,late,22,11,2
r1,7,night,23,7,1
r1,8,early,24,8,2
r1,8,late,25,7,2
r1,8,night,26,7,1
r1,9,early,27,9,2
r1,9,late,28,7,2
r1,9,night,29,8,1
r1,10,early,30,9,2
r1,10,late,31,7,1
r1,10,night,32,6,1
r1,11,early,33,8,2
r1,11,late,34,10,2
r1,11,night,35,8,1
r1,12,early,36,9,2
r1,12,late,37,12,1
r1,12,night,38,5,1
r1,13,early,39,5,1
r1,13,late,40,2,2
r1,13,night,41,3,1
r2,0,early,0,3,0
r2,0,late,1,1,2
r2,0,night,2,1,1
r2,1,early,3,5,2
r2,1,late,4,5,2
r2,1,night,5,4,0
r2,2,early,6,7,1
r2,2,late,7,9,2
r2,2,night,8,8,1
r2,3,early,9,8,2
r2,3,late,10,7,2
r2,3,night,11,6,1
r2,4,early,12,10,2
r2,4,late,13,10,2
r2,4,night,14,5,1
r2,5,early,15,10,2
r2,5,late,16,9,2
r2,5,night,17,8,1
r2,6,early,18,9,2
r2,6,late,19,9,2
r2,6,night,20,6,1
r2,7,early,21,9,2
r2,7,late,22,10,1
r2,7,night,23,6,1
r2,8,early,24,9,2
r2,8,late,25,8,1
r2,8,night,26,8,0
r2,9,early,27,8,2
r2,9,late,28,12,2
r2,9,night,29,5,1
r2,10,early,30,9,2
r2,10,late,31,8,2
r2,10,night,32,6,1
r2,11,early,33,8,2
r2,11,late,34,9,2
r2,11,night,35,7,1
r2,12,early,36,5,1
r2,12,late,37,4,1
r2,12,night,38,3,0
r2,13,early,39,3,2
r2,13,late,40,1,1
r2,13,night,41,1,0
r3,0,early,0,9,2
r3,0,late,1,7,2
r3,0,night,2,5,1
r3,1,early,3,7,2
r3,1,late,4,9,2
r3,1,night,5,6,1
r3,2,early,6,8,1
r3,2,late,7,9,2
r3,2,night,8,4,1
r3,3,early,9,6,2
r3,3,late,10,9,2
r3,3,night,11,5,0
r3,4,early,12,8,2
r3,4,late,13,10,2
r3,4,night,14,4,1
r3,5,early,15,10,2
r3,5,late,16,10,1
r3,5,night,17,7,1
r3,6,early,18,9,2
r3,6,late,19,8,2
r3,6,night,20,5,1
r3,7,early,21,5,1
r3,7,late,22,4,2
r3,7,night,23,4,0
r3,8,early,24,9,2
r3,8,late,25,8,1
r3,8,night,26,4,1
r3,9,early,27,10,2
r3,9,late,28,10,2
r3,9,night,29,6,1
r3,10,early,30,9,2
r3,10,late,31,8,1
r3,10,night,32,7,1
r3,11,early,33,7,2
r3,11,late,34,7,2
r3,11,night,35,8,0
r3,12,early,36,4,2
r3,12,late,37,2,1
r3,12,night,38,3,0
r4,0,early,0,6,2
r4,0,late,1,3,2
r4,0,night,2,2,1
r4,1,early,3,5,2
r4,1,late,4,4,2
r4,1,night,5,2,1
r4,2,early,6,6,2
r4,2,late,7,4,1
r4,2,night,8,3,1
r4,3,early,9,4,1
r4,3,late,10,5,1
r4,3,night,11,3,1
r4,4,early,12,4,1
r4,4,late,13,3,2
r4,4,night,14,4,0
r4,5,early,15,5,1
r4,5,late,16,5,2
r4,5,night,17,3,1
r4,6,early,18,6,1
r4,6,late,19,3,2
r4,6,night,20,3,0
r4,7,early,21,4,1
r4,7,late,22,4,0
r4,7,night,23,3,0
r4,8,early,24,3,2
r4,8,late,25,5,2
r4,8,night,26,3,0
r4,9,early,27,4,2
r4,9,late,28,3,2
r4,9,night,29,3,1
r4,10,early,30,4,2
r4,10,late,31,5,1
r4,10,night,32,4,0
r4,11,early,33,5,2
r4,11,late,34,4,2
r4,11,night,35,3,1
r4,12,early,36,4,1
r4,12,late,37,5,1
r4,12,night,38,3,0
r4,13,early,39,2,1
r4,13,late,40,2,0
r4,13,night,41,2,0
r5,0,early,0,5,2
r5,0,late,1,5,2
r5,0,night,2,2,1
r5,1,early,3,2,1
r5,1,late,4,1,2
r5,1,night,5,1,0
r5,2,early,6,4,0
r5,2,late,7,5,2
r5,2,night,8,2,0
r5,3,early,9,4,2
r5,3,late,10,5,2
r5,3,night,11,3,0
r5,4,early,12,4,2
r5,4,late,13,5,1
r5,4,night,14,4,1
r5,5,early,15,5,2
r5,5,late,16,5,1
r5,5,night,17,2,0
r5,6,early,18,6,2
r5,6,late,19,5,1
r5,6,night,20,2,0
r5,7,early,21,5,2
r5,7,late,22,6,1
r5,7,night,23,3,1
r5,8,early,24,4,2
r5,8,late,25,3,1
r5,8,night,26,4,0
r5,9,early,27,2,0
r5,9,late,28,1,2
r5,9,night,29,1,0
r5,10,early,30,4,2
r5,10,late,31,5,2
r5,10,night,32,4,0
r5,11,early,33,3,1
r5,11,late,34,4,2
r5,11,night,35,2,0
r5,12,early,36,4,1
r5,12,late,37,2,2
r5,12,night,38,4,1
r6,0,early,0,4,1
r6,0,late,1,2,2
r6,0,night,2,2,0
r6,1,early,3,6,2
r6,1,late,4,4,2
r6,1,night,5,3,0
r6,2,early,6,4,2
r6,2,late,7,4,2
r6,2,night,8,3,1
r6,3,early,9,5,0
r6,3,late,10,5,2
r6,3,night,11,3,1
r6,4,early,12,5,0
r6,4,late,13,6,1
r6,4,night,14,4,1
r6,5,early,15,4,2
r6,5,late,16,4,2
r6,5,night,17,3,1
r6,6,early,18,4,1
r6,6,late,19,5,1
r6,6,night,20,2,0
r6,7,early,21,4,1
r6,7,late,22,4,0
r6,7,night,23,4,0
r6,8,early,24,5,1
r6,8,late,25,4,1
r6,8,night,26,3,0
r6,9,early,27,4,1
r6,9,late,28,5,1
r6,9,night,29,3,0
r6,10,early,30,4,1
r6,10,late,31,6,1
r6,10,night,32,4,1
r6,11,early,33,3,1
r6,11,late,34,6,2
r6,11,night,35,4,1
r7,0,early,0,9,2
r7,0,late,1,8,2
r7,0,night,2,6,1
r7,1,early,3,7,2
r7,1,late,4,8,2
r7,1,night,5,5,0
r7,2,early,6,7,2
r7,2,late,7,9,2
r7,2,night,8,6,0
r7,3,early,9,9,2
r7,3,late,10,8,2
r7,3,night,11,6,1
r7,4,early,12,6,2
r7,4,late,13,8,2
r7,4,night,14,6,1
r7,5,early,15,9,2
r7,5,late,16,9,2
r7,5,night,17,6,1
r7,6,early,18,8,2
r7,6,late,19,8,2
r7,6,night,20,6,1
r7,7,early,21,8,2
r7,7,late,22,9,2
r7,7,night,23,4,1
r7,8,early,24,9,2
r7,8,late,25,9,2
r7,8,night,26,5,1
r7,9,early,27,9,2
r7,9,late,28,9,2
r7,9,night,29,6,1
r7,10,early,30,9,2
r7,10,late,31,8,2
r7,10,night,32,5,1
r7,11,early,33,10,1
r7,11,late,34,11,2
r7,11,night,35,6,1
r7,12,early,36,9,2
r7,12,late,37,7,2
r7,12,night,38,5,1
r8,0,early,0,9,1
r8,0,late,1,10,1
r8,0,night,2,5,0
r8,1,early,3,10,1
r8,1,late,4,6,2
r8,1,night,5,4,1
r8,2,early,6,5,2
r8,2,late,7,7,2
r8,2,night,8,4,1
r8,3,early,9,8,2
r8,3,late,10,10,2
r8,3,night,11,4,0
r8,4,early,12,7,2
r8,4,late,13,9,2
r8,4,night,14,6,0
r8,5,early,15,10,2
r8,5,late,16,8,2
r8,5,night,17,6,1
r8,6,early,18,11,2
r8,6,late,19,8,2
r8,6,night,20,5,1
r8,7,early,21,9,2
r8,7,late,22,9,2
r8,7,night,23,6,1
r8,8,early,24,10,2
r8,8,late,25,9,2
r8,8,night,26,6,1
r8,9,early,27,9,2
r8,9,late,28,11,2
r8,9,night,29,4,1
r8,10,early,30,11,2
r8,10,late,31,10,1
r8,10,night,32,7,1
r8,11,early,33,9,2
r8,11,late,34,8,2
r8,11,night,35,5,1
r8,12,early,36,5,1
r8,12,late,37,3,1
r8,12,night,38,3,1
r8,13,early,39,2,1
r8,13,late,40,1,1
r8,13,night,41,2,1
r9,0,early,0,4,1
r9,0,late,1,4,1
r9,0,night,2,3,0
r9,1,early,3,3,0
r9,1,late,4,4,1
r9,1,night,5,2,1
r9,2,early,6,2,0
r9,2,late,7,1,2
r9,2,night,8,2,0
r9,3,early,9,5,2
r9,3,late,10,5,2
r9,3,night,11,3,0
r9,4,early,12,4,2
r9,4,late,13,3,2
r9,4,night,14,3,0
r9,5,early,15,6,1
r9,5,late,16,5,2
r9,5,night,17,3,1
r9,6,early,18,4,2
r9,6,late,19,4,2
r9,6,night,20,4,1
r9,7,early,21,3,2
r9,7,late,22,2,1
r9,7,night,23,4,0
r9,8,early,24,3,2
r9,8,late,25,6,1
r9,8,night,26,4,1
r9,9,early,27,5,0
r9,9,late,28,6,2
r9,9,night,29,2,0
r9,10,early,30,3,1
r9,10,late,31,4,2
r9,10,night,32,3,0
r9,11,early,33,6,2
r9,11,late,34,2,2
r9,11,night,35,4,0
r9,12,early,36,3,2
r9,12,late,37,2,0
r9,12,night,38,3,1
