nurse_id,skill_level,day,shift,global_shift,max_load
n000,2,0,late,1,15
n000,2,1,late,4,15
n000,2,2,night,8,15
n000,2,3,night,11,5
n000,2,4,night,14,15
n000,2,5,night,17,15
n000,2,6,night,20,15
n000,2,8,early,24,15
n000,2,9,night,29,15
n000,2,10,night,32,15
n000,2,12,night,38,15
n001,1,0,late,1,12
n001,1,1,night,5,12
n001,1,2,night,8,12
n001,1,3,night,11,12
n001,1,5,early,15,12
n001,1,6,night,20,12
n001,1,8,late,25,12
n001,1,9,late,28,12
n001,1,11,early,33,12
n001,1,12,late,37,12
n002,2,0,early,0,15
n002,2,1,early,3,15
n002,2,2,early,6,15
n002,2,3,early,9,15
n002,2,4,late,13,5
n002,2,5,late,16,15
n002,2,6,late,19,15
n002,2,8,early,24,5
n002,2,9,early,27,5
n002,2,10,late,31,5
n002,2,11,night,35,15
n002,2,13,early,39,15
n003,2,0,late,1,15
n003,2,2,early,6,15
n003,2,3,early,9,15
n003,2,4,early,12,15
n003,2,5,early,15,5
n003,2,6,early,18,15
n003,2,7,night,23,15
n003,2,9,early,27,5
n003,2,10,night,32,15
n003,2,12,early,36,5
n003,2,13,late,40,15
n004,0,0,night,2,10
n004,0,1,night,5,10
n004,0,3,early,9,10
n004,0,4,early,12,10
n004,0,5,early,15,10
n004,0,6,early,18,10
n004,0,7,early,21,10
n004,0,8,late,25,10
n004,0,9,night,29,10
n004,0,10,night,32,10
n004,0,11,night,35,10
n004,0,13,early,39,10
n005,1,0,night,2,12
n005,1,2,early,6,12
n005,1,3,late,10,12
n005,1,4,late,13,12
n005,1,5,late,16,12
n005,1,6,late,19,12
n005,1,7,late,22,12
n005,1,8,late,25,12
n005,1,9,late,28,12
n005,1,10,night,32,12
n005,1,11,night,35,12
n005,1,12,night,38,12
n005,1,13,night,41,12
n006,1,0,late,1,12
n006,1,1,late,4,12
n006,1,2,night,8,12
n006,1,3,night,11,12
n006,1,4,night,14,12
n006,1,6,early,18,12
n006,1,7,early,21,12
n006,1,8,early,24,12
n006,1,9,night,29,12
n006,1,10,night,32,12
n006,1,12,early,36,12
n006,1,13,late,40,12
n007,1,0,late,1,12
n007,1,1,late,4,12
n007,1,2,late,7,12
n007,1,3,night,11,12
n007,1,4,night,14,12
n007,1,5,night,17,12
n007,1,8,early,24,12
n007,1,9,early,27,12
n007,1,11,early,33,12
n007,1,12,late,37,12
n007,1,13,night,41,12
n008,2,0,late,1,5
n008,2,1,late,4,15
n008,2,2,night,8,5
n008,2,3,night,11,5
n008,2,5,early,15,15
n008,2,6,early,18,15
n008,2,7,late,22,5
n008,2,8,late,25,5
n008,2,9,late,28,15
n008,2,11,late,34,15
n008,2,12,late,37,5
n008,2,13,late,40,15
n009,0,0,late,1,10
n009,0,2,early,6,10
n009,0,3,night,11,10
n009,0,4,night,14,10
n009,0,5,night,17,10
n009,0,7,late,22,10
n009,0,8,night,26,10
n009,0,10,late,31,10
n009,0,11,late,34,10
n009,0,12,late,37,10
n009,0,13,late,40,10
n010,2,0,late,1,5
n010,2,2,early,6,15
n010,2,4,early,12,15
n010,2,5,early,15,15
n010,2,6,late,19,15
n010,2,7,night,23,15
n010,2,8,night,26,15
n010,2,9,night,29,5
n010,2,10,night,32,15
n010,2,11,night,35,15
n010,2,12,night,38,15
n010,2,13,night,41,5
n011,0,0,late,1,10
n011,0,2,early,6,10
n011,0,3,late,10,10
n011,0,4,late,13,10
n011,0,5,night,17,10
n011,0,7,early,21,10
n011,0,8,night,26,10
n011,0,9,night,29,10
n011,0,11,early,33,10
n011,0,12,night,38,10
n012,0,0,night,2,10
n012,0,1,night,5,10
n012,0,3,early,9,10
n012,0,4,early,12,10
n012,0,5,late,16,10
n012,0,6,late,19,10
n012,0,7,late,22,10
n012,0,8,late,25,10
n012,0,9,night,29,10
n012,0,11,early,33,10
n012,0,12,late,37,10
n013,0,0,early,0,10
n013,0,1,late,4,10
n013,0,2,late,7,10
n013,0,3,night,11,10
n013,0,5,early,15,10
n013,0,6,early,18,10
n013,0,7,night,23,10
n013,0,8,night,26,10
n013,0,10,early,30,10
n013,0,11,early,33,10
n013,0,12,late,37,10
n014,1,0,night,2,12
n014,1,2,late,7,12
n014,1,3,late,10,12
n014,1,4,late,13,12
n014,1,5,night,17,12
n014,1,6,night,20,12
n014,1,7,night,23,12
n014,1,8,night,26,12
n014,1,10,late,31,12
n014,1,11,late,34,12
n014,1,12,late,37,12
n014,1,13,late,40,12
n015,0,0,early,0,10
n015,0,1,early,3,10
n015,0,2,night,8,10
n015,0,3,night,11,10
n015,0,4,night,14,10
n015,0,5,night,17,10
n015,0,6,night,20,10
n015,0,8,early,24,10
n015,0,9,late,28,10
n015,0,10,late,31,10
n015,0,11,late,34,10
n015,0,12,late,37,10
n015,0,13,late,40,10
n016,1,0,night,2,12
n016,1,1,night,5,12
n016,1,2,night,8,12
n016,1,4,late,13,12
n016,1,5,late,16,12
n016,1,7,early,21,12
n016,1,8,late,25,12
n016,1,10,early,30,12
n016,1,11,early,33,12
n016,1,12,early,36,12
n016,1,13,late,40,12
n017,1,0,early,0,12
n017,1,1,late,4,12
n017,1,2,late,7,12
n017,1,4,early,12,12
n017,1,5,early,15,12
n017,1,6,night,20,12
n017,1,8,early,24,12
n017,1,9,late,28,12
n017,1,11,early,33,12
n017,1,13,early,39,12
n018,0,0,night,2,10
n018,0,2,late,7,10
n018,0,3,late,10,10
n018,0,4,late,13,10
n018,0,6,early,18,10
n018,0,7,late,22,10
n018,0,8,night,26,10
n018,0,10,late,31,10
n018,0,11,late,34,10
n018,0,12,night,38,10
n019,1,0,early,0,12
n019,1,1,early,3,12
n019,1,2,late,7,12
n019,1,3,late,10,12
n019,1,4,late,13,12
n019,1,6,early,18,12
n019,1,7,early,21,12
n019,1,8,late,25,12
n019,1,9,late,28,12
n019,1,11,early,33,12
n019,1,12,night,38,12
n019,1,13,night,41,12
n020,0,0,night,2,10
n020,0,1,night,5,10
n020,0,2,night,8,10
n020,0,4,early,12,10
n020,0,5,early,15,10
n020,0,6,early,18,10
n020,0,7,early,21,10
n020,0,8,late,25,10
n020,0,9,night,29,10
n020,0,11,late,34,10
n020,0,12,late,37,10
n020,0,13,late,40,10
n021,1,0,early,0,12
n021,1,1,night,5,12
n021,1,3,early,9,12
n021,1,4,late,13,12
n021,1,5,late,16,12
n021,1,6,late,19,12
n021,1,7,late,22,12
n021,1,8,late,25,12
n021,1,10,early,30,12
n021,1,11,late,34,12
n021,1,13,night,41,12
n022,0,0,early,0,10
n022,0,1,late,4,10
n022,0,2,late,7,10
n022,0,4,early,12,10
n022,0,5,early,15,10
n022,0,6,late,19,10
n022,0,7,late,22,10
n022,0,8,night,26,10
n022,0,10,early,30,10
n022,0,11,late,34,10
n022,0,13,early,39,10
n023,0,1,early,3,10
n023,0,2,late,7,10
n023,0,3,late,10,10
n023,0,4,late,13,10
n023,0,6,late,19,10
n023,0,7,night,23,10
n023,0,9,early,27,10
n023,0,10,late,31,10
n023,0,11,night,35,10
n023,0,13,night,41,10
n024,1,0,early,0,12
n024,1,1,late,4,12
n024,1,2,late,7,12
n024,1,3,late,10,12
n024,1,4,night,14,12
n024,1,6,late,19,12
n024,1,7,late,22,12
n024,1,9,early,27,12
n024,1,10,early,30,12
n024,1,11,late,34,12
n024,1,13,early,39,12
n025,0,1,night,5,10
n025,0,3,early,9,10
n025,0,4,early,12,10
n025,0,5,late,16,10
n025,0,6,night,20,10
n025,0,8,early,24,10
n025,0,9,early,27,10
n025,0,10,late,31,10
n025,0,12,early,36,10
n025,0,13,early,39,10
n026,1,1,early,3,12
n026,1,3,early,9,12
n026,1,5,late,16,12
n026,1,7,early,21,12
n026,1,8,early,24,12
n026,1,9,early,27,12
n026,1,10,early,30,12
n026,1,11,night,35,12
n026,1,13,night,41,12
n027,1,2,early,6,12
n027,1,3,late,10,12
n027,1,5,late,16,12
n027,1,7,early,21,12
n027,1,9,early,27,12
n027,1,10,late,31,12
n027,1,12,early,36,12
n028,1,1,early,3,12
n028,1,2,early,6,12
n028,1,3,early,9,12
n028,1,7,late,22,12
n028,1,9,early,27,12
n028,1,10,late,31,12
n028,1,12,early,36,12
