room_id,day,shift,global_shift,total_room_workload,max_skill_required
r00,0,early,0,10,2
r00,0,late,1,9,2
r00,0,night,2,6,1
r00,1,early,3,7,2
r00,1,late,4,10,2
r00,1,night,5,5,1
r00,2,early,6,10,2
r00,2,late,7,9,2
r00,2,night,8,4,1
r00,3,early,9,9,2
r00,3,late,10,10,2
r00,3,night,11,5,0
r00,4,early,12,9,2
r00,4,late,13,9,2
r00,4,night,14,6,1
r00,5,early,15,9,2
r00,5,late,16,7,1
r00,5,night,17,7,1
r00,6,early,18,5,2
r00,6,late,19,7,2
r00,6,night,20,5,0
r00,7,early,21,10,2
r00,7,late,22,8,2
r00,7,night,23,7,1
r00,8,early,24,6,2
r00,8,late,25,8,2
r00,8,night,26,5,1
r00,9,early,27,8,1
r00,9,late,28,7,2
r00,9,night,29,5,0
r00,10,early,30,10,2
r00,10,late,31,9,2
r00,10,night,32,6,1
r00,11,early,33,7,1
r00,11,late,34,8,1
r00,11,night,35,5,1
r00,12,early,36,6,1
r00,12,late,37,2,0
r00,12,night,38,3,1
r00,13,early,39,2,1
r00,13,late,40,2,1
r00,13,night,41,2,0
r01,0,early,0,7,2
r01,0,late,1,8,2
r01,0,night,2,6,0
r01,1,early,3,8,2
r01,1,late,4,7,2
r01,1,night,5,6,1
r01,2,early,6,9,2
r01,2,late,7,9,2
r01,2,night,8,5,1
r01,3,early,9,9,2
r01,3,late,10,7,2
r01,3,night,11,5,1
r01,4,early,12,10,2
r01,4,late,13,8,2
r01,4,night,14,7,1
r01,5,early,15,11,2
r01,5,late,16,9,2
r01,5,night,17,6,1
r01,6,early,18,10,2
r01,6,late,19,7,1
r01,6,night,20,7,0
r01,7,early,21,8,2
r01,7,late,22,10,2
r01,7,night,23,6,1
r01,8,early,24,11,2
r01,8,late,25,8,1
r01,8,night,26,7,1
r01,9,early,27,9,2
r01,9,late,28,7,1
r01,9,night,29,6,1
r01,10,early,30,11,1
r01,10,late,31,9,1
r01,10,night,32,7,0
r01,11,early,33,10,2
r01,11,late,34,8,2
r01,11,night,35,7,1
r01,12,early,36,6,1
r01,12,late,37,7,2
r01,12,night,38,4,1
r01,13,early,39,4,2
r01,13,late,40,4,2
r01,13,night,41,4,1
r02,0,early,0,7,2
r02,0,late,1,7,2
r02,0,night,2,3,1
r02,1,early,3,6,1
r02,1,late,4,6,1
r02,1,night,5,4,0
r02,2,early,6,8,1
r02,2,late,7,4,2
r02,2,night,8,3,0
r02,3,early,9,4,2
r02,3,late,10,9,2
r02,3,night,11,3,1
r02,4,early,12,6,2
r02,4,late,13,9,1
r02,4,night,14,4,1
r02,5,early,15,8,1
r02,5,late,16,6,2
r02,5,night,17,5,1
r02,6,early,18,7,2
r02,6,late,19,8,2
r02,6,night,20,4,0
r02,7,early,21,7,1
r02,7,late,22,8,1
r02,7,night,23,3,0
r02,8,early,24,6,1
r02,8,late,25,6,2
r02,8,night,26,6,1
r02,9,early,27,9,2
r02,9,late,28,7,2
r02,9,night,29,5,0
r02,10,early,30,9,2
r02,10,late,31,8,1
r02,10,night,32,6,0
r02,11,early,33,6,2
r02,11,late,34,8,2
r02,11,night,35,3,1
r02,12,early,36,6,2
r02,12,late,37,8,2
r02,12,night,38,4,1
r02,13,early,39,2,0
r02,13,late,40,1,2
r02,13,night,41,1,0
r03,0,early,0,8,2
r03,0,late,1,7,2
r03,0,night,2,5,1
r03,1,early,3,8,1
r03,1,late,4,8,2
r03,1,night,5,4,1
r03,2,early,6,9,2
r03,2,late,7,10,1
r03,2,night,8,6,1
r03,3,early,9,8,2
r03,3,late,10,8,0
r03,3,night,11,6,1
r03,4,early,12,11,2
r03,4,late,13,7,2
r03,4,night,14,7,1
r03,5,early,15,7,2
r03,5,late,16,6,2
r03,5,night,17,6,1
