room_id,day,shift,global_shift,total_room_workload,max_skill_required
r0,1,early,3,3,0
r0,1,late,4,3,0
r0,1,night,5,1,0
r0,2,early,6,6,2
r0,2,late,7,5,2
r0,2,night,8,5,1
r0,3,early,9,5,2
r0,3,late,10,5,2
r0,3,night,11,4,1
r0,4,early,12,6,2
r0,4,late,13,4,1
r0,4,night,14,4,0
r0,5,early,15,6,1
r0,5,late,16,7,2
r0,5,night,17,5,1
r0,6,early,18,7,2
r0,6,late,19,5,2
r0,6,night,20,4,1
r0,7,early,21,8,2
r0,7,late,22,6,2
r0,7,night,23,6,1
r0,8,early,24,7,2
r0,8,late,25,6,2
r0,8,night,26,3,1
r0,9,early,27,8,2
r0,9,late,28,5,1
r0,9,night,29,4,1
r0,10,early,30,7,1
r0,10,late,31,8,2
r0,10,night,32,6,0
r0,11,early,33,7,2
r0,11,late,34,5,1
r0,11,night,35,4,1
r0,12,early,36,7,2
r0,12,late,37,8,2
r0,12,night,38,4,1
r0,13,early,39,3,2
r0,13,late,40,5,1
r0,13,night,41,2,0
r1,1,early,3,6,2
r1,1,late,4,6,2
r1,1,night,5,5,1
r1,2,early,6,10,2
r1,2,late,7,8,2
r1,2,night,8,7,1
r1,3,early,9,9,2
r1,3,late,10,6,2
r1,3,night,11,5,1
r1,4,early,12,7,2
r1,4,late,13,9,2
r1,4,night,14,5,1
r1,5,early,15,7,2
r1,5,late,16,9,2
r1,5,night,17,5,1
r1,6,early,18,6,2
r1,6,late,19,2,2
r1,6,night,20,3,1
r1,7,early,21,11,2
r1,7,late,22,9,1
r1,7,night,23,7,1
r1,8,early,24,9,2
r1,8,late,25,9,2
r1,8,night,26,5,1
r1,9,early,27,9,2
r1,9,late,28,10,2
r1,9,night,29,8,1
r1,10,early,30,10,2
r1,10,late,31,7,2
r1,10,night,32,5,0
r1,11,early,33,9,2
r1,11,late,34,8,2
r1,11,night,35,6,1
r1,12,early,36,3,1
r1,12,late,37,3,0
r1,12,night,38,2,1
r1,13,early,39,3,0
r1,13,late,40,3,1
r1,13,night,41,1,0
r2,0,early,0,5,1
r2,0,late,1,4,1
r2,0,night,2,2,1
r2,1,early,3,4,2
r2,1,late,4,6,1
r2,1,night,5,3,0
r2,2,early,6,4,1
r2,2,late,7,5,2
r2,2,night,8,3,1
r2,3,early,9,3,2
r2,3,late,10,5,0
r2,3,night,11,4,0
r2,4,early,12,5,2
r2,4,late,13,5,0
r2,4,night,14,3,0
r2,5,early,15,5,2
r2,5,late,16,6,2
r2,5,night,17,3,1
r2,6,early,18,5,2
r2,6,late,19,5,2
r2,6,night,20,2,1
r2,7,early,21,5,2
r2,7,late,22,4,1
r2,7,night,23,3,1
r2,8,early,24,2,2
r2,8,late,25,1,1
r2,8,night,26,2,0
r2,9,early,27,3,1
r2,9,late,28,5,1
r2,9,night,29,4,1
r2,10,early,30,3,0
r2,10,late,31,3,1
r2,10,night,32,1,1
r2,11,early,33,1,2
r2,11,late,34,3,2
r2,11,night,35,1,0
r2,12,early,36,2,1
r2,12,late,37,2,1
r2,12,night,38,2,1
r2,13,early,39,2,0
r2,13,late,40,2,2
r2,13,night,41,1,1
r3,0,early,0,3,2
r3,0,late,1,3,2
r3,0,night,2,1,0
r3,1,early,3,7,2
r3,1,late,4,5,2
r3,1,night,5,4,0
r3,2,early,6,8,2
r3,2,late,7,7,2
r3,2,night,8,3,1
r3,3,early,9,9,2
r3,3,late,10,6,2
r3,3,night,11,6,1
r3,4,early,12,6,2
r3,4,late,13,7,2
r3,4,night,14,6,0
r3,5,early,15,6,2
r3,5,late,16,7,1
r3,5,night,17,4,1
r3,6,early,18,6,1
r3,6,late,19,8,2
r3,6,night,20,5,0
r3,7,early,21,5,1
r3,7,late,22,8,1
r3,7,night,23,3,1
r3,8,early,24,4,2
r3,8,late,25,5,1
r3,8,night,26,3,1
r3,9,early,27,5,1
r3,9,late,28,6,2
r3,9,night,29,3,0
r3,10,early,30,7,1
r3,10,late,31,7,2
r3,10,night,32,4,1
r3,11,early,33,8,2
r3,11,late,34,6,2
r3,11,night,35,6,1
r3,12,early,36,3,1
r3,12,late,37,2,2
r3,12,night,38,3,1
r3,13,early,39,2,0
r3,13,late,40,4,2
r3,13,night,41,3,0
